propensao,nome,cnpj,porte,bairro,idade_anos,unidades,capital_social,telefone,arquetipo,capacidade,fit_ticket
0.5670,LOTUS ODONTOLOGIA E ESTETICA,51.391.172/0001-74,ME,GRANDE COLORADO - SOBRADINHO,3,1,2000.0,(61) 99499192,especialista_alto_ticket,0.33,1.0
0.5665,CLINICA VICTORIA,05.880.720/0001-02,ME,TAGUATINGA NORTE,22,1,94000.0,(61) 3361760,clinica_geral,0.41,0.35
0.5665,CISOS CENTRO INTEGRADO DE SAUDE ORAL DE SOBRADINHO,04.779.890/0001-32,ME,SOBRADINHO,24,1,93700.0,(61) 30343777,clinica_institucional,0.41,0.35
0.5665,CEROS,09.318.184/0001-07,ME,GUARA II,18,1,80000.0,(61) 35682041,clinica_institucional,0.41,0.35
0.5665,ODONTOCLINICA SAMAMBAIA,09.525.142/0001-47,ME,SAMAMBAIA NORTE (SAMAMBAIA),18,1,60000.0,(61) 98317288,clinica_geral,0.41,0.35
0.5665,ESTACAO SAUDE ODONTOLOGIA,09.204.571/0001-12,ME,GAMA,18,1,50000.0,(61) 39672292,clinica_geral,0.41,0.35
0.5665,COLINNE ODONTOLOGIA LTDA,24.765.945/0001-62,ME,SOBRADINHO,10,1,40000.0,(61) 85251833,clinica_geral,0.41,0.35
0.5665,LL ODONTO LTDA,22.198.656/0001-01,ME,TAGUATINGA NORTE (TAGUATINGA),11,1,30000.0,(61) 93980833,clinica_geral,0.41,0.35
0.5665,EXPERTEN CLINICA ODONTOLOGICA LTDA,54.890.688/0001-51,ME,ASA SUL,2,1,50000.0,(61) 92485941,clinica_geral,0.36,0.6
0.5660,PARANOA ODONTOLOGIA,43.091.474/0001-07,DEMAIS,PARANOA,5,1,300000.0,(61) 91557590,clinica_geral,0.69,0.35
0.5660,ORTHO VITTA IMPLANTES,53.043.060/0001-58,ME,CEILANDIA,2,1,100000.0,(61) 95830359,especialista_alto_ticket,0.44,1.0
0.5660,ODONTO SAUDE ASSISTENCIA ODONTOLOGICA,09.574.977/0001-97,ME,LAGO SUL,18,1,10000.0,(61) 33644941,clinica_geral,0.24,0.35
0.5655,CETEC CENTRO DE ENSINO DE PROTESE DENTARIA,37.075.900/0001-08,DEMAIS,TAGUATINGA,34,1,95000.0,(061) 5628140,clinica_institucional,0.52,0.35
0.5650,CENTRO DE REABILITACAO ORAL BRASILIA SS LTDA,04.465.610/0001-11,ME,ASA NORTE,25,1,0.0,(61) 2732767,clinica_institucional,0.35,0.35
0.5650,CONSULTORIO ODONTOLOGICO DRA. CASSIA LTDA,01.699.734/0001-73,ME,ASA SUL,29,1,0.0,(61) 32216869,clinica_geral,0.35,0.35
0.5645,CONSULTORIO ODONTOLOGICO DRA. CAMILA,54.531.531/0001-30,DEMAIS,ASA SUL,2,1,10000.0,(61) 39633333,clinica_geral,0.48,0.35
0.5645,INSTITUTO BRITO ODONTOLOGIA ESPECIALIZADA LTDA,28.839.402/0001-01,ME,ASA NORTE,8,1,35000.0,(61) 32640007,clinica_institucional,0.28,0.6
0.5645,CLINICA ODONTOLOGICA SMILE DESIGN,30.009.693/0001-44,ME,NORTE (AGUAS CLARAS),8,1,10000.0,(61) 34356229,clinica_geral,0.28,0.6
0.5645,YNGRED THAYS ODONTOLOGIA ESPECIALIZADA,37.371.727/0001-95,ME,SETOR HABITACIONAL VICENTE PIRES,6,1,10000.0,(61) 82352212,clinica_institucional,0.28,0.6
0.5645,VIVART ODONTOLOGIA,41.877.428/0001-02,ME,SETOR SUDOESTE,5,1,8000.0,(61) 99331531,clinica_geral,0.28,0.6
0.5645,IMPERIUM ODONTOLOGIA ESPECIALIZADA,37.645.921/0001-11,ME,ASA NORTE,6,1,5000.0,(61) 96980262,clinica_institucional,0.28,0.6
0.5640,SARAH MACHADO ODONTOLOGIA E ESTETICA,27.230.397/0001-64,ME,CEILANDIA SUL (CEILANDIA),9,1,50000.0,(61) 32728428,especialista_alto_ticket,0.36,1.0
0.5635,ODONTOLUMA CLINICA ODONTOLOGICA LTDA,24.467.866/0001-75,ME,PARANOA,10,1,100000.0,(61) 81616196,clinica_geral,0.39,0.6
0.5635,ODONTUS CLIN,20.229.240/0001-70,ME,RECANTO DAS EMAS,12,1,90000.0,(61) 33820393,clinica_geral,0.39,0.6
0.5635,INSTITUTO ODONTOLOGICO CAMARGO JUNIOR,23.408.831/0001-00,ME,CEILANDIA NORTE (CEILANDIA),10,1,50000.0,(61) 33745344,clinica_institucional,0.39,0.6
0.5635,IESB - ODONTOLOGIA,18.482.683/0001-26,ME,CEILANDIA CENTRO,13,1,50000.0,(61) 81652082,clinica_institucional,0.39,0.6
0.5635,COIN,06.123.070/0001-13,ME,BAIRRO RESIDENCIAL DO BOSQUE SAO SEBASTIAO,22,1,0.0,(61) 30322669,clinica_institucional,0.39,0.6
0.5630,ODONTOLOGIA ODONTO NEW,50.317.170/0001-72,ME,SETOR TRADICIONAL (PLANALTINA),3,1,100000.0,(61) 94098700,clinica_geral,0.52,0.6
0.5630,IOR INSTITUTO DE ODONTOLOGIA RODRIGUES,53.359.524/0001-30,EPP,GAMA,2,1,10000.0,(61) 99757400,clinica_institucional,0.52,0.6
0.5630,CLINICA ODONTOLOGICA ERGANG,53.984.995/0001-39,EPP,VALE DO AMANHECER (PLANALTINA),2,1,5000.0,(61) 95534615,clinica_geral,0.52,0.6
0.5630,ODONTOMOURA,01.375.301/0001-62,ME,ASA SUL,30,2,0.0,(61) 32264565,multi_unidade,0.37,0.35
0.5630,ORTHOLIFE JK,52.128.300/0001-54,ME,TAGUATINGA NORTE (TAGUATINGA),2,1,10000.0,(61) 34917114,especialista_alto_ticket,0.32,1.0
0.5625,ESPACO JAEGER,37.222.475/0001-32,ME,SETOR SUDOESTE,6,1,127000.0,(61) 94011660,clinica_geral,0.4,0.35
0.5625,ODONTOCROF,41.513.372/0001-07,ME,NORTE (AGUAS CLARAS),5,1,120000.0,(61) 91257243,clinica_institucional,0.4,0.35
0.5625,ODONTO TAKESHI,42.063.454/0001-51,ME,SUL (AGUAS CLARAS),5,1,110000.0,(61) 99298088,clinica_geral,0.4,0.35
0.5625,ORIS ODONTOLOGIA,40.579.061/0001-70,ME,NORTE (AGUAS CLARAS),5,1,110000.0,(61) 34350500,clinica_geral,0.4,0.35
0.5625,QUALIS ODONTOLOGIA,37.331.411/0001-70,ME,AGUAS CLARAS,6,1,105000.0,(61) 84195187,clinica_geral,0.4,0.35
0.5625,INTEGRA MAIS EXCELENCIA DE SERVICOS ODONTOLOGICOS,36.008.974/0001-69,ME,SUL (AGUAS CLARAS),6,1,105000.0,(61) 85172125,clinica_geral,0.4,0.35
0.5625,LUCAS MIZIARA ODONTOLOGIA AVANCADA,37.027.966/0001-22,ME,SETOR HABITACIONAL JARDIM BOTANICO,6,1,104500.0,(61) 81453963,marca_pessoal,0.4,0.35
0.5625,CLAUDIA SATHLER ODONTOLOGIA,36.019.097/0001-21,ME,ASA SUL,6,1,104000.0,(61) 91675180,marca_pessoal,0.4,0.35
0.5625,ODONTOLOGIA ONCO-HEMATOLOGICA,36.047.753/0001-08,ME,ASA NORTE,6,1,103900.0,(61) 82066612,clinica_geral,0.4,0.35
0.5625,DUE ODONTOLOGIA INTEGRADA,31.938.621/0001-44,ME,ASA NORTE,7,1,100000.0,(61) 33267958,clinica_geral,0.4,0.35
0.5625,PRO SORRISO,29.645.440/0001-88,ME,SETOR HABITACIONAL VICENTE PIRES,8,1,100000.0,(61) 95411111,clinica_geral,0.4,0.35
0.5625,EVIDENCE ODONTOLOGIA FACE SAUDE,30.123.652/0001-84,ME,NORTE (AGUAS CLARAS),8,1,100000.0,(61) 38770061,clinica_geral,0.4,0.35
0.5625,IES ODONTOLOGIA,32.984.003/0001-01,ME,ASA NORTE,7,1,100000.0,(61) 33261691,clinica_geral,0.4,0.35
0.5625,SVS ODONTOCLINICA,29.592.455/0001-25,ME,SETOR HABITACIONAL JARDIM BOTANICO,8,1,100000.0,(61) 34271015,clinica_geral,0.4,0.35
0.5625,ORTOVIP,09.350.829/0001-99,ME,SAMAMBAIA,18,1,20000.0,(61) 33521011,clinica_geral,0.4,0.35
0.5620,INSTITUTO WD ODONTOLOGIA E ESTETICA FACIAL,44.876.149/0001-04,ME,SANTA MARIA,4,1,50000.0,(61) 99999999,especialista_alto_ticket,0.43,1.0
0.5620,THAMAR ODONTOLOGIA E ESTETICA,49.317.059/0001-05,ME,ARNIQUEIRA,3,1,50000.0,(61) 92590309,especialista_alto_ticket,0.43,1.0
0.5615,ODONTOCLINICA NOSSA SENHORA D'ABADIA,37.069.226/0001-59,ME,TAGUATINGA,34,1,68000.0,(61) 3360103,clinica_geral,0.51,0.35
0.5615,PREVINI ODONTOLOGIA,01.872.946/0001-00,DEMAIS,GUARA,29,1,20000.0,,clinica_geral,0.51,0.35
0.5610,FACIALL ODONTOLOGIA E HARMONIZACAO FACIAL LTDA,27.425.725/0001-88,ME,SETOR INDUSTRIAL (GAMA),9,1,10000.0,(61) 82950004,especialista_alto_ticket,0.24,1.0
0.5605,LEILA MARIA DUARTE AGUIAR DUTRA CLINICA DE ODONTOLOGIA LTDA,01.225.848/0001-81,DEMAIS,CEILANDIA,30,1,5000.0,(61) 3725050,clinica_geral,0.62,0.35
0.5605,ODONTOLOGIA AVANCADA ALEX CHALABI,54.440.682/0001-82,ME,NORTE (AGUAS CLARAS),2,1,350000.0,(61) 81741482,clinica_geral,0.47,0.35
0.5605,A. ODONTO,48.682.834/0001-50,ME,ASA NORTE,3,1,100000.0,(61) 81462008,clinica_geral,0.47,0.35
0.5605,SALUTE,50.945.727/0001-10,ME,AREAL (AGUAS CLARAS),3,1,100000.0,(61) 81859149,clinica_geral,0.47,0.35
0.5605,LINEA ODONTOLOGIA LTDA,55.766.456/0001-59,EPP,ASA NORTE,2,1,1000.0,(61) 99169586,clinica_geral,0.47,0.35
0.5600,ISOS INSTITUTO DE SAUDE ORAL DO SIA,26.457.272/0001-09,DEMAIS,SIA,9,1,20000.0,(61) 33514971,clinica_institucional,0.55,0.6
0.5600,DNTBRAS,32.385.404/0001-37,EPP,CEILANDIA SUL (CEILANDIA),7,1,10000.0,(61) 82389326,clinica_geral,0.55,0.6
0.5600,LOPES RIBEIRO ODONTOLOGIA ESPECIALIZADA,42.786.218/0001-63,EPP,PLANO PILOTO,5,1,5000.0,(61) 99496070,clinica_institucional,0.55,0.6
0.5595,LAGO MEDEIROS ODONTOLOGIA,55.722.059/0001-85,EPP,ASA NORTE,2,1,30000.0,(61) 84936153,clinica_geral,0.53,0.35
0.5595,CLINICA ODONTOLOGICA META,15.314.935/0001-10,ME,SANTA MARIA,14,1,30000.0,(61) 85594700,clinica_geral,0.38,0.6
0.5595,RIOS CLINICA ODONTOLOGIA,19.562.896/0001-20,ME,AGUAS CLARA,12,1,20000.0,(61) 39630181,clinica_geral,0.38,0.6
0.5595,ISI INSTITUTO DE SAUDE INTEGRADA,12.476.769/0001-60,ME,GUARA I,15,1,10000.0,(61) 30474087,clinica_institucional,0.33,0.6
0.5590,A.Z- CLINICA ODONTOLOGICA LTDA,32.911.711/0001-04,ME,ASA SUL,37,1,34400.0,,clinica_geral,0.21,0.6
0.5590,CLINICA ODONT. ANDRE MENDES,01.527.689/0001-70,ME,ASA NORTE,29,1,15000.0,,clinica_geral,0.21,0.6
0.5590,CLINICA ODONTOLOGICA TOSTES,33.513.227/0001-90,ME, ASA NORTE,36,1,10000.0,,clinica_institucional,0.21,0.6
0.5585,ODONTOLOGIA MARTINS LTDA,24.042.955/0001-70,ME,TAGUATINGA SUL (TAGUATINGA),10,1,100000.0,(61) 83019236,clinica_geral,0.39,0.35
0.5585,IZABELLA BENTES,33.779.411/0001-86,ME,SETOR SUDOESTE,7,1,99800.0,(61) 30251015,clinica_geral,0.39,0.35
0.5585,LIVERA ODONTOLOGIA,20.167.699/0001-96,ME,TAGUATINGA NORTE (TAGUATINGA),12,1,95400.0,(61) 92193575,clinica_geral,0.39,0.35
0.5585,DRA THAY OLIVEIRA,27.241.657/0001-05,ME,ASA SUL,9,1,93700.0,(61) 99999999,marca_pessoal,0.39,0.35
0.5585,F2J ODONTOLOGIA INTEGRADA,30.282.807/0001-25,ME,ASA SUL,8,1,80000.0,(61) 32445566,clinica_geral,0.39,0.35
0.5585,ODONTOLOGIA CARNEIRO TAVARES,29.668.098/0001-31,ME,SETOR HABITACIONAL VICENTE PIRES,8,1,80000.0,(61) 33813802,clinica_geral,0.39,0.35
0.5585,CEOF ODONTOLOGIA,23.277.196/0001-61,ME,SETOR HABITACIONAL FERCAL (SOBRADINHO),10,1,70000.0,(61) 33874194,clinica_geral,0.39,0.35
0.5585,MONTREAL ODONTOLOGIA,18.419.321/0001-90,ME,TAGUATINGA NORTE (TAGUATINGA),13,1,70000.0,(61) 35624863,clinica_geral,0.39,0.35
0.5585,ORALIS,15.415.372/0001-56,ME,SETOR CENTRAL (GAMA),14,1,50000.0,(61) 92900613,clinica_geral,0.39,0.35
0.5585,RANHTS MATOS ODONTOLOGIA,24.007.572/0001-60,ME,SETOR CENTRAL (GAMA),10,1,50000.0,(61) 92410662,clinica_geral,0.39,0.35
0.5585,SORRIMAIS ODONTOLOGIA,22.203.225/0001-88,ME,SETOR SUL (GAMA),11,1,50000.0,(61) 33510932,clinica_geral,0.39,0.35
0.5585,VIVACE ODONTOLOGIA,23.062.247/0001-38,ME,GUARA II,11,1,50000.0,(61) 35684636,clinica_geral,0.39,0.35
0.5585,ODONTOGRIFFE - ODONTOLOGIA LTDA.,04.800.391/0001-80,ME,TAGUATINGA NORTE,24,1,5000.0,(61) 34210024,clinica_geral,0.39,0.35
0.5585,SANTE ODONTOLOGIA,05.202.444/0001-23,ME,SOBRADINHO,24,1,0.0,(61) 33877946,clinica_geral,0.39,0.35
0.5585,INSTITUTO DR. JEREMIAS FEREIRA,53.297.874/0001-19,ME,AREAL (AGUAS CLARAS),2,1,100000.0,(61) 84892373,clinica_institucional,0.34,0.6
0.5580,FOCO ODONTOLOGIA,36.045.985/0001-19,EPP,CEILANDIA SUL (CEILANDIA),6,1,103900.0,(61) 91666961,clinica_geral,0.67,0.35
0.5580,TURMA DA RITINHA,28.318.169/0001-03,EPP,SETOR DE HABITACOES INDIVIDUAIS SUL,9,1,100000.0,(61) 21087070,clinica_geral,0.67,0.35
0.5575,PROSORRISO,12.550.718/0001-30,ME,TAGUATINGA NORTE (TAGUATINGA),15,1,100000.0,(61) 84169277,clinica_geral,0.45,0.35
0.5575,SMILE ODONTOLOGIA,19.013.514/0001-00,ME,SOBRADINHO II,12,1,20000.0,(61) 33287717,clinica_geral,0.45,0.35
0.5570,PRO INOVE ODONTOLOGIA,55.872.347/0001-16,EPP,SETOR RESIDENCIAL LESTE (PLANALTINA),2,1,30000.0,(61) 93558553,clinica_geral,0.63,0.35
0.5570,RAISSA FORNAZIER - ODONTOLOGIA ESPECIALIZADA,39.654.336/0001-03,ME,TAGUATINGA SUL,5,1,300000.0,(61) 91184120,clinica_institucional,0.43,0.6
0.5570,CLINICA NOVO SORRISO,36.209.410/0001-94,ME,GUARA II,6,1,104500.0,(61) 33811464,clinica_institucional,0.43,0.6
0.5570,INSTITUTO MAXILOFACIAL,32.538.893/0001-10,ME,SETOR TRADICIONAL (PLANALTINA),7,1,100000.0,(61) 32630493,clinica_institucional,0.43,0.6
0.5570,NEOCLINIC ODONTOLOGIA,30.701.723/0001-89,ME,NUCLEO BANDEIRANTE,8,1,100000.0,(61) 81692146,clinica_geral,0.43,0.6
0.5570,CIRO CENTRO INTEGRADO DE REABILITACAO ORAL LTDA,37.170.578/0001-04,ME,ASA SUL,33,1,30000.0,(61) 32451661,clinica_institucional,0.33,0.35
0.5570,MEDCOMPLEX ODONTOLOGIA,37.988.532/0001-99,ME,ASA SUL,33,1,15000.0,(61) 33775053,clinica_geral,0.33,0.35
0.5570,ACT - CENTRO DE ODONTOLOGIA INTEGRADO,01.959.085/0001-00,ME,ASA NORTE,29,1,10000.0,(61) 3265210,clinica_institucional,0.33,0.35
0.5570,C.I.O.D,03.414.165/0001-06,ME,ASA SUL,26,1,10000.0,(61) 32260745,clinica_institucional,0.33,0.35
0.5570,SORRISO CLINICA,01.452.040/0001-37,ME,ASA NORTE,29,1,10000.0,(61) 33262116,clinica_geral,0.33,0.35
0.5565,MASTER ODONTOLOGIA,27.468.367/0001-90,ME,SETOR HABITACIONAL VICENTE PIRES,9,2,95400.0,(61) 81135004,multi_unidade,0.41,0.35
0.5560,VITAL ODONTOLOGIA,26.971.598/0002-30,EPP,AREA DE DESENVOLVIMENTO ECONOMICO (CEILA,8,1,0.0,(61) 33521097,clinica_geral,0.54,0.6
0.5560,NAJADIR CRISTINA DE FARIA GONCALVES COSTA,37.980.141/0001-28,DEMAIS,ASA NORTE,33,1,0.0,,clinica_geral,0.39,0.35
0.5560,AESTHESIS ESTETICA E HARMONIZACAO FACIAL LTDA,43.037.666/0001-27,ME,SETOR DE HABITACOES INDIVIDUAIS NORTE,5,1,10000.0,(14) 97790679,especialista_alto_ticket,0.34,1.0
0.5555,CENTRO TECNICO ODONTOLOGICO,04.908.314/0001-48,ME,SANTA MARIA,24,1,40000.0,(61) 33952234,clinica_institucional,0.37,0.6
0.5555,COSB CENTRO ODONTOLOGICO DE SAUDE BUCAL,08.895.199/0001-75,ME,SETOR RESIDENCIAL OESTE (SAO SEBASTIAO),19,1,30000.0,(61) 33393075,clinica_institucional,0.37,0.6
0.5555,CLINICA ODONTOLOGICA MARILIA,72.624.794/0001-75,ME,SETOR LESTE (GAMA),31,1,25000.0,(61) 33847722,clinica_geral,0.37,0.6
0.5555,DJR ODONTOLOGIA,13.417.387/0001-28,ME,CEILANDIA,15,1,20000.0,(61) 33718448,clinica_geral,0.37,0.6
0.5555,RC ODONTOLOGIA ESPECIALIZADA,34.762.804/0001-40,ME,ASA SUL,6,1,40000.0,(61) 99790469,clinica_institucional,0.32,0.6
0.5555,CLINICA ODONTOLOGICA LIMA,31.072.013/0001-08,ME,AGUAS CLARAS,8,1,40000.0,(61) 99708929,clinica_geral,0.32,0.6
0.5555,INSTITUTO RADIANCE,30.546.452/0001-34,ME,ASA SUL,8,1,30000.0,(61) 32567353,clinica_institucional,0.32,0.6
0.5555,COSTA IMPLANTAE,32.916.884/0001-15,ME,GUARA,34,1,0.0,,especialista_alto_ticket,0.17,1.0
0.5550,ODONTO NEW ODONTOLOGIA,34.050.975/0001-46,ME,SETOR TRADICIONAL (PLANALTINA),7,1,100000.0,(61) 33884605,clinica_geral,0.55,0.35
0.5550,RAME,30.636.046/0001-62,ME,TAGUATINGA NORTE (TAGUATINGA),8,1,100000.0,(61) 82846428,clinica_geral,0.55,0.35
0.5550,MARINGOLO ODONTOLOGIA INTEGRADA,32.177.672/0001-63,DEMAIS,GUARA II,7,1,45000.0,(61) 91261170,clinica_geral,0.55,0.35
0.5550,ORAL KER ODONTOLOGIA,26.727.085/0001-06,DEMAIS,SAMAMBAIA NORTE (SAMAMBAIA),9,1,20000.0,(61) 82551212,clinica_geral,0.55,0.35
0.5550,ALLIANCE ODONTOLOGIA E ESTETICA,56.146.011/0001-39,ME,SETOR RESIDENCIAL LESTE (PLANALTINA),2,1,85000.0,(61) 30553535,especialista_alto_ticket,0.3,1.0
0.5550,ILLUMINAR ODONTOLOGIA INTEGRADA E ESTETICA,55.154.682/0001-89,ME,SETOR INDUSTRIAL (SOBRADINHO),2,1,60000.0,(61) 81389232,especialista_alto_ticket,0.3,1.0
0.5550,VL ODONTOLOGIA ESTETICA,53.106.443/0001-28,ME,SAMAMBAIA,2,1,60000.0,(61) 82272552,especialista_alto_ticket,0.3,1.0
0.5550,A&M ODONTOLOGIA ESTETICA,56.387.246/0001-12,ME,CRUZEIRO NOVO,2,1,50000.0,(61) 35434378,especialista_alto_ticket,0.3,1.0
0.5550,ODONTOCOMPANY,56.702.176/0001-40,ME,TAGUATINGA NORTE (TAGUATINGA),2,1,50000.0,(61) 93169810,especialista_alto_ticket,0.3,1.0
0.5550,ORTO MAIS IMPLANTES,54.007.334/0001-16,ME,SETOR CENTRAL (GAMA),2,1,50000.0,(61) 83425333,especialista_alto_ticket,0.3,1.0
0.5550,LONDE ODONTOLOGIA E HARMONIZACAO,54.616.328/0001-66,ME,GUARA I,2,1,50000.0,(61) 84041816,especialista_alto_ticket,0.3,1.0
0.5550,ELOS ESTETICA E REABILITACAO ORAL,55.739.474/0001-41,ME,TAGUATINGA SUL (TAGUATINGA),2,1,50000.0,(61) 91945421,especialista_alto_ticket,0.3,1.0
0.5550,REFINNA HARMONIZACAO FACIAL E ODONTOLOGIA,56.085.679/0001-13,ME,SETOR CENTRAL (GAMA),2,1,50000.0,(61) 86286750,especialista_alto_ticket,0.3,1.0
0.5550,CLINICA ODONTOLOGICA DR HAMILTON FRANCA LTDA,01.381.536/0001-67,ME,ASA SUL,30,1,5000.0,,clinica_geral,0.2,0.6
0.5550,COISA CENTRO ODONTOLOGICO INTEGRADO SANTO APOLONIO LTDA,38.059.242/0001-23,ME,ASA NORTE,32,1,5000.0,,clinica_institucional,0.2,0.6
0.5550,CLINICA ODONTOLOGICA BRILHANTE DO COUTO,03.739.007/0001-18,ME,ASA NORTE,26,1,0.0,,clinica_geral,0.2,0.6
0.5550,COP,03.634.359/0001-09,ME,ASA NORTE,38,1,0.0,,clinica_geral,0.2,0.6
0.5545,LUNIC SERVICOS EM ODONTOLOGIA,39.274.003/0001-59,ME,AGUAS CLARAS,5,1,104500.0,(61) 84115754,clinica_geral,0.38,0.35
0.5545,ESPECIALLI ODONTO DENTE LTDA,24.344.511/0001-99,ME,SETOR TRADICIONAL (PLANALTINA),10,1,90000.0,(61) 34890063,clinica_geral,0.38,0.35
0.5545,DENTRISO SERVICOS ODONTOLOGICOS LTDA,27.425.653/0001-79,ME,AGUAS CLARAS,9,1,40000.0,(61) 99514131,clinica_geral,0.38,0.35
0.5545,PRISMA ODONTOLOGIA,17.267.321/0001-50,ME,SETOR RESIDENCIAL LESTE (PLANALTINA),13,1,40000.0,(61) 30496900,clinica_geral,0.38,0.35
0.5545,CLINICA MEDICA E ODONTOLOGICA DOUTORES DA FACE 104DF LTDA,27.568.857/0001-69,ME,NORTE (AGUAS CLARAS),9,1,30000.0,(61) 35222160,clinica_geral,0.38,0.35
0.5545,DOUTORA CAPRICHO,40.351.267/0001-48,ME,SETOR SUDOESTE,5,1,10000.0,(61) 82135323,clinica_geral,0.38,0.35
0.5545,BELLA CINTRA ODONTOLOGIA,40.448.970/0001-79,ME,NORTE (AGUAS CLARAS),5,1,5000.0,(61) 91370549,clinica_geral,0.38,0.35
0.5545,DISTAL ODONTOLOGIA,47.378.324/0001-21,ME,AREAL (AGUAS CLARAS),4,1,80000.0,(61) 94486720,clinica_institucional,0.33,0.6
0.5545,ORTOFACCIA ODONTOLOGIA ESPECIALIZADA,47.718.939/0001-50,ME,NORTE (AGUAS CLARAS),4,1,70000.0,(61) 83082721,clinica_institucional,0.33,0.6
0.5545,CLINICA ODONTOLOGICA XII PIO,51.195.904/0001-50,ME,ASA SUL,3,1,50000.0,(61) 32242970,clinica_geral,0.33,0.6
0.5545,PRECISA ODONTOLOGIA ESPECIALIZADA,47.585.077/0001-34,ME,ASA SUL,4,1,50000.0,(61) 99120990,clinica_institucional,0.33,0.6
0.5545,INSTITUTO DE ODONTOLOGIA TAUGE DAMACENO,48.484.244/0001-13,ME,ASA SUL,3,1,50000.0,(61) 84688338,clinica_institucional,0.33,0.6
0.5545,INSTITUTO JORDANA HERVAL ODONTOLOGIA,53.557.506/0001-62,ME,SETOR HABITACIONAL VICENTE PIRES,2,1,50000.0,(61) 98662229,clinica_institucional,0.33,0.6
0.5545,IVY INSTITUTO DE ODONTOLOGIA,47.680.516/0001-98,ME,ASA SUL,4,1,50000.0,(61) 98313321,clinica_institucional,0.33,0.6
0.5545,BRIO ODONTOLOGIA,43.493.213/0001-05,ME,JARDINS MANGUEIRAL (JARDIM BOTANICO),4,1,50000.0,(61) 99069913,clinica_geral,0.33,0.6
0.5545,PLENA CLINICA ODONTOLOGICA,49.907.248/0001-20,ME,NORTE (AGUAS CLARAS),3,1,50000.0,(61) 81782041,clinica_geral,0.33,0.6
0.5540,CLINICA ODONTOLOGICA ILUMINARE,59.022.986/0001-43,EPP,CEILANDIA NORTE (CEILANDIA),1,1,100000.0,(61) 86079639,clinica_geral,0.61,0.6
0.5535,ART LOUNGE ODONTOLOGIA,25.246.192/0001-41,ME,SETOR DE HABITACOES INDIVIDUAIS SUL,10,1,50000.0,(61) 32484113,clinica_geral,0.49,0.35
0.5530,CLINICA ODONTOLOGICA ANNESHIRLEY LTDA,26.620.103/0001-48,ME,TAGUATINGA NORTE (TAGUATINGA),9,1,90000.0,(61) 33813989,clinica_geral,0.42,0.6
0.5530,UP ODONTOLOGIA,33.704.104/0001-36,ME,RIACHO FUNDO I,7,1,40000.0,(61) 30461472,clinica_institucional,0.42,0.6
0.5530,ODONTO MARTINS,31.301.279/0001-77,ME,GUARA I,8,1,30000.0,(61) 36248006,clinica_geral,0.42,0.6
0.5530,CLINICA VITTRA,38.438.295/0001-55,ME,SOBRADINHO,5,1,24000.0,(61) 32636879,clinica_institucional,0.42,0.6
0.5530,ODONTO DL ODONTOLOGIA ESPECIALIZADA,32.614.154/0001-60,ME,RIACHO FUNDO II,7,1,20000.0,(61) 30215050,clinica_institucional,0.42,0.6
0.5530,ORO OCLUSAO E REABILITACAO ORAL S/S,37.145.844/0001-30,ME,ASA NORTE,33,1,15000.0,(61) 33221552,clinica_geral,0.32,0.35
0.5530,CLINICA DE PERIODONTIA DR VALTER FREITAS LTDA,03.598.232/0001-81,ME,LAGO SUL,39,1,10000.0,(61) 33409397,clinica_geral,0.32,0.35
0.5530,NIPRO ODONTOLOGIA LTDA,02.343.558/0001-03,ME,ASA NORTE,28,1,10000.0,(61) 32723950,clinica_geral,0.32,0.35
0.5530,RIO REABILITACAO INTEGRADA ODONTOLOGICA LTDA,02.925.226/0001-29,ME,ASA SUL,27,1,6000.0,(61) 33235176,clinica_geral,0.32,0.35
0.5530,CLINCIA ODONTOLOGICA COSTA ROCHA,01.194.017/0001-90,ME,ASA SUL,30,1,0.0,(61) 32451069,clinica_geral,0.32,0.35
0.5530,CONSULTORIO ODONTOLOGICO NESTOR MARTINS,03.979.501/0001-50,ME,ASA NORTE,26,1,0.0,(061) 3474637,clinica_geral,0.32,0.35
0.5530,GRIFE ODONTO,38.073.177/0001-90,ME,ASA SUL,32,1,0.0,(0061) 02267946,clinica_geral,0.32,0.35
0.5530,ODONTAL,04.090.138/0001-80,ME,ASA NORTE,25,1,0.0,(61) 2734219,clinica_geral,0.32,0.35
0.5530,ORAL CLASS,04.010.588/0001-15,ME,ASA NORTE,26,1,0.0,(61) 33278782,clinica_geral,0.32,0.35
0.5530,REVIVERI ODONTOLOGIA,37.159.639/0001-24,ME,ASA NORTE,33,1,0.0,(61) 81177249,clinica_geral,0.32,0.35
0.5515,GOMIDE ODONTOMEDICA,07.681.199/0001-00,ME,CEILANDIA CENTRO,20,1,10000.0,(61) 30323780,clinica_geral,0.36,0.6
0.5515,ESTACAO SORRISO,08.223.147/0001-52,ME,SANTA MARIA NORTE,20,1,10000.0,(61) 81258569,clinica_geral,0.36,0.6
0.5515,QUALITE ODONTOLOGIA ESPECIALIZADA,10.639.350/0001-56,ME,VILA SAO JOSE (SAO SEBASTIAO),17,1,10000.0,(61) 99158940,clinica_institucional,0.36,0.6
0.5515,CLINICA ODONTOLOGICA KOUZAK LTDA,72.618.390/0001-79,DEMAIS,TAGUATINGA,31,1,0.0,,clinica_geral,0.36,0.6
