propensao,nome,cnpj,porte,bairro,idade_anos,unidades,capital_social,telefone,arquetipo,capacidade,fit_ticket
0.7105,IOB ODONTOLOGIA E ESTETICA FACIAL,45.786.992/0001-62,EPP,ASA SUL,4,1,10000.0,(61) 81659608,especialista_alto_ticket,0.52,1.0
0.7105,MOVI REABILITACAO ORAL E ESTETICA,52.830.117/0001-04,EPP,ASA NORTE,2,1,10000.0,(61) 32421250,especialista_alto_ticket,0.52,1.0
0.7105,TULIP ODONTOLOGIA AVANCADA E ESTETICA,52.387.885/0001-27,EPP,SETOR SUDOESTE,2,1,5000.0,(61) 99999999,especialista_alto_ticket,0.52,1.0
0.7105,HIPERRI - ODONTOLOGIA ESTETICA E FUNCIONAL,26.353.381/0001-86,ME,ASA NORTE,9,2,20000.0,(61) 81251528,multi_unidade,0.47,1.0
0.7090,ODONTO PRE CLINICA DE PREVENCAO E REABILITACAO LTDA,24.912.131/0001-03,EPP,ASA NORTE,38,1,100000.0,(61) 33278815,clinica_geral,0.71,0.35
0.7090,DENTCARE,01.506.950/0001-55,EPP,ASA SUL,29,1,72400.0,(61) 30321488,clinica_institucional,0.71,0.35
0.7090,INOR,01.273.182/0001-37,EPP,ASA SUL,30,1,50000.0,(61) 33220533,clinica_geral,0.71,0.35
0.7085,CONSULTORIOS ODONTOLOGICOS DOUTOR AUGUSTO,05.395.154/0003-05,ME,PLANALTINA,12,1,520000.0,(61) 33881175,clinica_geral,0.64,0.6
0.7085,ODONTO ISO,13.144.741/0001-98,DEMAIS,TAGUATINGA,15,1,97000.0,(61) 30325477,clinica_institucional,0.64,0.6
0.7085,CLINICA ODONTOLOGICA DR WERMERSON,11.179.511/0001-39,DEMAIS,SETOR LESTE (GAMA),16,1,50000.0,(61) 41411106,clinica_geral,0.64,0.6
0.7085,ODONTO TIME,10.217.581/0001-71,EPP,TAGUATINGA,18,1,30000.0,(61) 81785272,clinica_geral,0.64,0.6
0.7085,ORTHO DENT.,11.976.981/0001-23,ME,TAGUATINGA SUL,16,1,95400.0,(61) 91555087,especialista_alto_ticket,0.44,1.0
0.7085,ORTHODENTALLES,07.488.910/0001-04,ME,TAGUATINGA,21,1,90000.0,(61) 30454910,especialista_alto_ticket,0.44,1.0
0.7080,CLINICA ODONTOLOGICA RENOVAR,09.275.351/0001-80,ME,SUL (AGUAS CLARAS),18,1,35000.0,(61) 33520321,clinica_geral,0.47,0.6
0.7080,VIA ODONTOLOGIA,08.078.593/0001-10,ME,ASA SUL,20,1,20000.0,(61) 34477106,clinica_institucional,0.47,0.6
0.7080,CEOM,08.989.763/0001-19,ME,ASA SUL,19,1,20000.0,(61) 32028981,clinica_institucional,0.47,0.6
0.7080,TALIE ODONTOLOGIA ESPECIALIZADA,09.138.610/0001-20,ME,ASA NORTE,18,1,20000.0,(61) 33549921,clinica_institucional,0.47,0.6
0.7080,INSTITUTO ODONTOLOGICO NEWTON BRAGA,07.267.845/0001-97,EPP, LAGO SUL,21,1,0.0,,clinica_institucional,0.47,0.6
0.7075,CENTRO ODONTOLOGICO MIRRANDA,02.574.101/0001-00,EPP,TAGUATINGA,31,1,175000.0,(61) 33517274,clinica_institucional,0.75,0.6
0.7065,ABIGALIL ODONTOLOGIA HUMANIZADA AOH,21.295.248/0001-05,EPP,SAMAMBAIA NORTE,11,1,73000.0,(61) 32029002,clinica_geral,0.76,0.35
0.7060,CLINICA VALLADAO,13.352.289/0001-50,DEMAIS,ASA NORTE,15,1,10000.0,(61) 37048640,clinica_geral,0.59,0.35
0.7060,ENDORALLI,13.224.260/0001-92,DEMAIS,SUDOESTE,15,1,10000.0,(61) 30429664,clinica_geral,0.59,0.35
0.7060,VSM ODONTOLOGIA,10.442.386/0001-45,DEMAIS,ASA SUL,17,1,6000.0,(61) 32428688,clinica_geral,0.59,0.35
0.7060,ARTEODONTO ESPECIALIDADES,08.740.347/0001-82,DEMAIS,ASA NORTE,19,1,5000.0,(61) 32724273,clinica_geral,0.59,0.35
0.7050,TAGUATINGA CENTRO ODONTOLOGIA,34.176.393/0001-00,EPP,TAGUATINGA CENTRO (TAGUATINGA),7,1,200000.0,(61) 35730945,clinica_institucional,0.8,0.6
0.7050,ORAL SIN IMPLANTES,42.518.173/0001-46,EPP,SOBRADINHO,5,1,300000.0,(61) 39707904,especialista_alto_ticket,0.6,1.0
0.7050,ORAL UNIC IMPLANTES,37.319.678/0001-41,EPP,TAGUATINGA NORTE (TAGUATINGA),6,1,100000.0,(61) 35221010,especialista_alto_ticket,0.6,1.0
0.7050,CENTRO ODONTOLOGICO MULTIDISCIPLINAR BUCALIS S/S LTDA,03.447.267/0001-10,EPP,ASA SUL,26,2,0.0,(61) 33352829,multi_unidade,0.6,0.6
0.7045,INSTITUTO LUCIANA DIAZ HOF,30.862.706/0001-23,DEMAIS,ASA SUL,8,1,100000.0,(61) 81177690,clinica_institucional,0.63,0.6
0.7045,VOITO ODONTOLOGIA,31.105.852/0001-77,EPP,ASA NORTE,8,1,95400.0,(61) 33712230,clinica_geral,0.63,0.6
0.7045,PRECISION ODONTOLOGIA,29.126.791/0001-82,EPP,ASA NORTE,8,1,95000.0,(61) 33261344,clinica_institucional,0.63,0.6
0.7045,CECIN ODONTOLOGIA ESPECIALIZADA,41.451.896/0001-02,EPP,ASA SUL,5,1,50000.0,(61) 32442020,clinica_institucional,0.63,0.6
0.7045,CLINICA ODONTOLOGICA RESTAURE,09.108.767/0001-03,DEMAIS,TAGUATINGA SUL (TAGUATINGA),18,1,40000.0,(61) 30218959,clinica_geral,0.63,0.6
0.7045,ELLEVA ODONTOLOGIA E ESTETICA AVANCADA,35.302.663/0001-45,ME,SUL (AGUAS CLARAS),6,1,474500.0,(61) 84585823,especialista_alto_ticket,0.43,1.0
0.7045,ESPECIALLI IMPLANTES & ORTODONTIA,18.643.225/0001-21,ME,SETOR TRADICIONAL (PLANALTINA),13,1,100000.0,(61) 82133700,especialista_alto_ticket,0.43,1.0
0.7030,SAUDE PLENA MEDICINA E ODONTOLOGIA ESPECIALIZADA,29.935.821/0001-00,EPP,SAMAMBAIA SUL,8,2,150000.0,(61) 30554040,multi_unidade,0.82,0.6
0.7030,EXATA IMAGEM ODONTOLOGICA,17.877.149/0001-56,DEMAIS,ASA NORTE,13,6,70000.0,(61) 33495634,multi_unidade,0.72,0.35
0.7030,CLINICA ALAISE VASCONCELOS PERIODONTIA E IMPLANTE,02.142.072/0001-07,ME,ASA NORTE,28,1,20000.0,(61) 81242014,especialista_alto_ticket,0.37,1.0
0.7025,DRA. LUDIANE CARVALHO ODONTOLOGIA E HARMONIZACAO FACIAL,48.001.348/0001-20,EPP,ASA NORTE,3,1,1000.0,(61) 92218366,marca_pessoal,0.5,1.0
0.7020,VITAL ODONTOLOGIA E SAUDE,13.812.729/0001-04,ME,AGUAS CLARAS,15,1,350000.0,(61) 37977559,clinica_geral,0.58,0.35
0.7020,ENDOPRIME,25.045.580/0001-64,DEMAIS,ASA NORTE,10,1,30000.0,(61) 82300413,clinica_geral,0.58,0.35
0.7015,ODONTODENT ODONTOLOGIA ESPECIALIZADA,03.219.684/0001-05,EPP,TAGUATINGA,27,2,50000.0,(61) 33523703,multi_unidade,0.76,0.6
0.7010,ORTHOCLIN,42.146.038/0001-17,EPP,TAGUATINGA NORTE (TAGUATINGA),5,1,40000.0,(61) 33729786,especialista_alto_ticket,0.59,1.0
0.7005,AVANT ODONTOLOGIA,17.701.357/0001-08,EPP,TAGUATINGA,13,2,30000.0,(61) 83380918,multi_unidade,0.77,0.35
0.7005,ALLIPI - ODONTOLOGIA ESPECIALIZADA LTDA,34.983.129/0001-89,DEMAIS,ASA SUL,6,1,100000.0,(61) 33210999,clinica_institucional,0.62,0.6
0.7005,HABILIS ODONTOLOGIA ESPECIALIZADA,33.860.364/0001-09,DEMAIS,ASA SUL,7,1,99800.0,(61) 85059473,clinica_institucional,0.62,0.6
0.7005,MJ ODONTOLOGIA E ESTETICA AVANCADA LTDA,42.367.523/0001-10,ME,SUL (AGUAS CLARAS),5,1,50000.0,(61) 81188060,especialista_alto_ticket,0.42,1.0
0.7005,LUANA DUARTE - HARMONIZACAO DE FACE & SORRISO,41.146.967/0001-63,ME,ASA NORTE,5,1,40000.0,(61) 32013320,especialista_alto_ticket,0.42,1.0
0.7005,CARE ODONTOLOGIA ESTETICA,41.419.489/0001-18,ME,NORTE (AGUAS CLARAS),5,1,30000.0,(61) 32633312,especialista_alto_ticket,0.42,1.0
0.7005,CLINICA TASSIO MACIEL,40.151.925/0001-58,ME,ASA NORTE,5,1,30000.0,(61) 82879924,especialista_alto_ticket,0.42,1.0
0.7005,ZION ODONTOLOGIA ESTETICA,36.680.590/0001-98,ME,ASA SUL,6,1,30000.0,(61) 85821354,especialista_alto_ticket,0.42,1.0
0.7000,PLENA SAUDE INTEGRADA,10.702.242/0001-80,ME,ASA SUL,17,2,100000.0,(61) 93035929,multi_unidade,0.6,0.35
0.7000,INSTITUTO ODONTOLOGICO COELHO MARTINS,10.428.698/0001-02,ME,ASA NORTE,17,1,100000.0,(61) 32735898,clinica_institucional,0.45,0.6
0.7000,IPO - INSTITUTO PIRES DE ODONTOLOGIA,24.903.147/0001-50,ME,ASA NORTE,10,1,20000.0,(61) 39696768,clinica_institucional,0.45,0.6
0.7000,CLINICA ODONTOLOGICA VILANOVA,17.206.380/0001-18,ME,ASA NORTE,13,1,20000.0,(61) 96160629,clinica_geral,0.45,0.6
0.6995,ORTODONTIC CENTER RECANTO,22.527.004/0001-65,ME,RECANTO DAS EMAS,11,1,100000.0,(61) 82846428,especialista_alto_ticket,0.53,1.0
0.6990,ESTHETICS ODONTOLOGIA E ESTETICA,45.127.678/0001-78,EPP,TAGUATINGA NORTE (TAGUATINGA),4,1,20000.0,(61) 91784427,especialista_alto_ticket,0.66,1.0
0.6990,ORTHODONTIC,38.439.525/0001-09,EPP,SETOR TRADICIONAL (PLANALTINA),5,3,49500.0,(38) 99999999,multi_unidade,0.61,1.0
0.6990,CLIPO - CLINICA ODONTOLOGICA,03.762.148/0001-51,EPP,ASA SUL,26,1,0.0,(61) 30393112,clinica_geral,0.56,0.6
0.6990,TIVERON ODONTOLOGIA,37.155.082/0001-53,ME,ASA SUL,33,1,10000.0,(61) 32263284,especialista_alto_ticket,0.36,1.0
0.6990,IBIP,03.766.647/0001-17,ME,ASA SUL,26,1,10000.0,(61) 33219023,especialista_alto_ticket,0.36,1.0
0.6990,PREMIER ODONTOLOGIA INTEGRADA,73.375.982/0001-70,ME,ASA NORTE,32,1,10000.0,(61) 33263322,especialista_alto_ticket,0.36,1.0
0.6990,ORTOSABIN,37.173.077/0001-73,ME,ASA SUL,33,1,10000.0,(61) 33456565,especialista_alto_ticket,0.36,1.0
0.6985,ESPECIALLI BURITIS ODONTOLOGIA,10.954.412/0001-14,DEMAIS,PLANALTINA,17,1,75000.0,(61) 33082034,clinica_geral,0.74,0.35
0.6985,INSTITUTO ZERBINI,52.712.971/0001-68,EPP,NORTE (AGUAS CLARAS),2,1,10000.0,(61) 85100270,especialista_alto_ticket,0.49,1.0
0.6980,CLINICA DE ODONTOLOGIA FERNANDO COSTA DA CRUZ S/S LTDA,14.325.910/0001-59,DEMAIS,ASA SUL,14,1,30000.0,(61) 35480140,clinica_geral,0.57,0.35
0.6980,LC MENDONCA ODONTOLOGIA LTDA,19.433.869/0001-58,DEMAIS,ASA NORTE,12,1,20000.0,(61) 33262028,clinica_geral,0.57,0.35
0.6980,THAIS MELLO ODONTOLOGIA LTDA,25.156.903/0001-97,DEMAIS,ASA SUL,10,1,20000.0,(61) 34355500,marca_pessoal,0.57,0.35
0.6980,CLINICA W ODONTOLOGIA,15.829.358/0001-07,DEMAIS,ASA SUL,14,1,19000.0,(61) 84289227,clinica_geral,0.57,0.35
0.6980,DELOI ODONTOLOGIA HUMANIZADA,20.205.877/0001-26,DEMAIS,ASA NORTE,12,1,14000.0,(61) 33263364,clinica_geral,0.57,0.35
0.6980,CENTRO DE PERIODONTIA CINTIA GUERCIO,18.114.120/0001-85,DEMAIS,ASA NORTE,13,1,10000.0,(61) 30430043,clinica_institucional,0.57,0.35
0.6980,CONCEITO ODONTOLOGIA,17.637.136/0001-00,DEMAIS,ASA NORTE,13,1,10000.0,(61) 33278113,clinica_geral,0.57,0.35
0.6980,SORRENALE,24.675.023/0001-64,DEMAIS,ASA SUL,10,1,10000.0,(61) 32534599,clinica_geral,0.57,0.35
0.6980,RCC - RESTAURACOES DE CERAMICA COMPUTADORIZADAS,22.349.015/0001-00,DEMAIS,ASA NORTE,11,1,10000.0,(61) 33228672,clinica_geral,0.57,0.35
0.6980,IORR CIRURGIA ODONTOLOGICA,16.658.169/0001-73,DEMAIS,ASA SUL,14,1,5000.0,(61) 32240931,clinica_geral,0.57,0.35
0.6970,IORB,01.034.453/0002-82,EPP,ASA NORTE,31,1,257000.0,,clinica_geral,0.68,0.35
0.6965,ORTOSHOW SAMAMBAIA,07.408.625/0001-36,EPP,SAMAMBAIA,21,2,50000.0,(61) 35610025,multi_unidade,0.76,0.35
0.6965,CLINICA ODONTOLOGICA ORTODENTE,14.453.375/0001-11,DEMAIS,SAMAMBAIA NORTE (SAMAMBAIA),14,1,30000.0,(61) 33587485,clinica_geral,0.61,0.6
0.6965,IOP - INSTITUTO ODONTOLOGICO DE PAULA,17.964.276/0001-92,DEMAIS,GUARA II,13,1,20000.0,(61) 33817546,clinica_institucional,0.61,0.6
0.6965,NB IMPLANTES LTDA,13.128.101/0001-94,ME,NUCLEO BANDEIRANTE,15,1,100000.0,(61) 35525255,especialista_alto_ticket,0.41,1.0
0.6965,INOVAR ODONTOLOGIA,09.299.741/0001-90,ME,CRUZEIRO,18,1,90000.0,(61) 32337371,especialista_alto_ticket,0.41,1.0
0.6965,IOT ORTODONTIA,15.674.630/0001-19,ME,TAGUATINGA CENTRO,14,1,8000.0,(61) 33813989,especialista_alto_ticket,0.41,1.0
0.6960,IMPLANTEC LAGO SUL LTDA,38.393.990/0001-48,EPP,SETOR DE HABITACOES INDIVIDUAIS SUL,5,1,20000.0,(61) 35616080,especialista_alto_ticket,0.69,1.0
0.6960,INNOVARE ODONTOLOGIA ESPECIALIZADA,06.859.950/0001-52,ME,ASA SUL,22,1,95400.0,(61) 32421250,clinica_institucional,0.44,0.6
0.6955,VOITO ODONTOLOGIA,09.399.339/0001-87,EPP,CEILANDIA,18,1,100000.0,(61) 35817883,clinica_geral,0.72,0.6
0.6955,HARMODONTO,07.510.057/0001-80,ME,RIACHO FUNDO I,21,1,40000.0,(61) 33995468,especialista_alto_ticket,0.47,1.0
0.6950,ENDOBLOM,37.174.430/0001-30,EPP,ASA NORTE,33,1,20000.0,,clinica_institucional,0.55,0.6
0.6950,INSTITUTO DE ODONTOLOGIA MARQUES LTDA,01.867.623/0001-29,EPP,ASA NORTE,29,1,0.0,(61) 32457411,clinica_institucional,0.55,0.6
0.6950,TRIDA ODONTOLOGIA ESPECIALIZADA LTDA,04.119.663/0001-80,EPP,ASA NORTE,25,1,0.0,(61) 2255144,clinica_institucional,0.55,0.6
0.6945,CLINICA BEZERRA,23.400.590/0001-45,EPP,RIACHO FUNDO I,10,1,100000.0,(61) 85548888,clinica_geral,0.73,0.35
0.6945,ODONTO ALFA INFINITY,32.850.606/0001-02,EPP,ASA NORTE,7,1,72400.0,(61) 30363230,clinica_geral,0.73,0.35
0.6945,BSB SMILE,40.954.626/0001-51,EPP,ASA NORTE,5,1,50000.0,(61) 91951731,clinica_geral,0.73,0.35
0.6945,RODRIGUES ODONTOLOGIA E ESTETICA LTDA,48.368.511/0001-97,EPP,SUL (AGUAS CLARAS),3,1,10000.0,(61) 82671072,especialista_alto_ticket,0.48,1.0
0.6940,ODONTOCLASS,07.631.497/0001-95,EPP,ASA NORTE,20,1,80000.0,(61) 32020428,clinica_geral,0.56,0.35
0.6940,DENTAL CONCEPT,22.672.230/0001-30,DEMAIS,ASA NORTE,11,1,20000.0,(61) 98150818,clinica_geral,0.56,0.35
0.6940,CIRO ODONTOLOGIA,05.698.901/0001-12,DEMAIS,ASA SUL,23,1,15000.0,(61) 34435452,clinica_geral,0.56,0.35
0.6940,ACHEI ODONTOLOGIA,08.254.063/0001-86,DEMAIS,ASA NORTE,20,1,10000.0,(61) 99751181,clinica_geral,0.56,0.35
0.6940,PETRA SAUDE ORAL LTDA,06.879.444/0001-25,EPP,ASA SUL,22,1,7000.0,(61) 30369026,clinica_geral,0.56,0.35
0.6930,CENTROVIDA ODONTOLOGIA E SAUDE INTEGRATIVA,04.386.511/0001-44,DEMAIS,ASA NORTE,25,1,60000.0,(61) 94451313,clinica_institucional,0.67,0.35
0.6925,ORTODENT'S,13.653.295/0001-47,DEMAIS,GAMA,15,1,20000.0,(61) 33844488,clinica_institucional,0.6,0.6
0.6925,IRMO- INSTITUTO RATIB MEDREI DE ODONTOLOGIA,11.568.092/0001-27,DEMAIS,SOBRADINHO,16,1,20000.0,(61) 91153124,clinica_institucional,0.6,0.6
0.6925,RISI ODONTOLOGIA,08.349.358/0001-36,EPP,SOBRADINHO,19,1,10000.0,(61) 84180037,clinica_geral,0.6,0.6
0.6925,CLINICA TRATTI SAUDE E ESTETICA,37.153.957/0001-88,ME,ASA SUL,6,1,110000.0,(61) 82607577,especialista_alto_ticket,0.4,1.0
0.6925,ADRIANA PORTO,35.546.697/0001-85,ME,ASA SUL,6,1,105000.0,(61) 32576770,marca_pessoal,0.4,1.0
0.6925,PERIO IMPLANTAR ODONTOLOGIA,37.700.541/0001-32,ME,NORTE (AGUAS CLARAS),6,1,104500.0,(61) 82070216,especialista_alto_ticket,0.4,1.0
0.6925,SORRISO CAPITAL CLINICA ODONTOLOGICA E ESTETICA,28.257.034/0001-85,ME,ASA SUL,9,1,100000.0,(61) 85632300,especialista_alto_ticket,0.4,1.0
0.6920,A.C DE ALMEIDA - IPIB ODONTOLOGIA,18.695.614/0001-09,ME,ASA NORTE,13,1,120000.0,(61) 35488268,clinica_institucional,0.43,0.6
0.6920,IOOG,17.278.638/0001-91,ME,AGUAS CLARAS,13,1,100000.0,(61) 34476079,clinica_institucional,0.43,0.6
0.6920,M BASTOS ODONTOLOGIA,08.874.940/0001-11,ME,ASA SUL,19,1,15000.0,(61) 33274887,clinica_geral,0.43,0.6
0.6920,FENELON ODONTOLOGIA INTEGRADA,08.972.027/0001-58,ME,SETOR DE MANSOES DOM BOSCO (LAGO SUL),19,1,10000.0,(61) 33661225,clinica_geral,0.43,0.6
0.6920,CLINICA ODONTOLOGICA SUSEN MAUREN,08.909.472/0001-73,ME,ASA NORTE,19,1,10000.0,(61) 33262449,clinica_geral,0.43,0.6
0.6920,INSTITUTO BRASILEIRO DE SAUDE,08.427.184/0001-82,ME,SETOR SUDOESTE,19,1,10000.0,(61) 30346662,clinica_institucional,0.43,0.6
0.6910,IMPLANTARTE ODONTOLOGIA,44.690.433/0001-91,EPP,SETOR NORTE (GAMA),4,1,110000.0,(61) 91211576,especialista_alto_ticket,0.64,1.0
0.6910,PREODONTO,04.266.309/0001-89,ME,ASA SUL,25,1,2000.0,(61) 33451042,especialista_alto_ticket,0.34,1.0
0.6910,UNIMPLANTE,04.450.266/0001-97,ME,ASA NORTE,25,1,2000.0,(061) 9327599,especialista_alto_ticket,0.34,1.0
0.6905,DADIVA ODONTOLOGIA,45.578.599/0001-83,EPP,NORTE (AGUAS CLARAS),4,1,350000.0,(61) 81539214,clinica_geral,0.67,0.6
0.6905,ORTHOS CLINIC,50.249.175/0001-05,ME,ASA NORTE,3,1,100000.0,(61) 82358400,especialista_alto_ticket,0.47,1.0
0.6905,DR. HENRIQUE NOGUEIRA ODONTOLOGIA E ESTETICA,45.915.011/0001-30,ME,ASA NORTE,4,1,100000.0,(61) 81242657,marca_pessoal,0.47,1.0
0.6900,MAGO SORRISO,05.855.310/0001-01,ME,ASA NORTE,23,1,110000.0,(62) 98584999,clinica_geral,0.55,0.35
0.6885,CLINICA ODONTOLOGICA PREMIUM,33.283.040/0001-47,EPP,SETOR HABITACIONAL VICENTE PIRES,7,1,33000.0,(61) 82835831,clinica_geral,0.59,0.6
0.6885,IAO ODONTOLOGIA,06.172.833/0001-16,DEMAIS,CRUZEIRO NOVO,22,1,10000.0,(61) 92030606,clinica_institucional,0.59,0.6
0.6885,CENTRO BRASILEIRO DE CIRUGIA FACIAL,29.425.728/0001-47,ME,ASA SUL,8,1,95000.0,(61) 99445558,especialista_alto_ticket,0.39,1.0
0.6885,RAFAEL MOURA ODONTOLOGIA ESTETICA,15.544.690/0001-17,ME,GUARA 01,14,1,88000.0,(61) 32265390,marca_pessoal,0.39,1.0
0.6885,BENVE ODONTOLOGIA E ESTETICA,37.302.350/0001-12,ME,AREAL (AGUAS CLARAS),6,1,80000.0,(61) 32640066,especialista_alto_ticket,0.39,1.0
0.6880,GOE,25.173.753/0001-20,ME,ASA SUL,10,1,88000.0,(61) 32026160,clinica_institucional,0.42,0.6
0.6875,HODOSDF,12.492.089/0001-30,DEMAIS,SIA,15,1,30000.0,(61) 30392511,clinica_institucional,0.7,0.6
0.6875,ODONTOGAM,03.871.051/0001-87,EPP,TAGUATINGA NORTE (TAGUATINGA),26,1,17950.0,(61) 33450769,clinica_geral,0.7,0.6
0.6875,DENTOCLINICA,02.532.655/0001-36,EPP,SAMAMBAIA NORTE (SAMAMBAIA),28,1,10000.0,(61) 33587765,clinica_geral,0.7,0.6
0.6875,CONFIALLE ODONTOLOGIA ESPECIALIZADA,09.537.122/0001-96,EPP,CEILANDIA,18,1,10000.0,(61) 33762224,clinica_institucional,0.7,0.6
0.6875,ORTHO 10 - ODONTOLOGIA INTEGRADA,15.318.349/0001-43,ME,SETOR CENTRAL (GAMA),14,1,40000.0,(61) 84367074,especialista_alto_ticket,0.45,1.0
0.6870,CLINICA FABER,01.467.801/0001-24,EPP,ASA NORTE,30,2,6000.0,(61) 32250745,multi_unidade,0.68,0.35
0.6870,ORTHODENS,00.069.952/0001-61,ME,ASA NORTE,32,1,10000.0,(61) 30393326,especialista_alto_ticket,0.33,1.0
0.6870,CLINICA ESTETIC DENTE,00.694.532/0001-76,ME,ASA SUL,31,1,5000.0,(61) 30463188,especialista_alto_ticket,0.33,1.0
0.6870,DC DOBRANSZKI & CORDEIRO ORTODONTIA E ESTETICA,04.221.731/0001-18,ME,ASA SUL,25,1,5000.0,(61) 33217010,especialista_alto_ticket,0.33,1.0
0.6865,ILO INSTITUTO LEMOS DE ODONTOLOGIA,14.424.967/0001-05,EPP,CEILANDIA SUL,14,1,50000.0,(61) 81531564,clinica_institucional,0.76,0.6
0.6865,ODONTONAVES,12.505.461/0001-03,DEMAIS,TAGUATINGA NORTE,15,1,100000.0,(61) 96549344,clinica_geral,0.71,0.35
0.6865,CLINICA ZELUS ODONTOLOGIA SAUDE E BEM-ESTAR,43.889.996/0001-40,EPP,ASA SUL,4,1,30000.0,(61) 99608860,clinica_geral,0.66,0.6
0.6865,AFOE,43.944.983/0001-27,EPP,SETOR DE MANSOES DOM BOSCO (LAGO SUL),4,1,20000.0,(61) 81065515,clinica_institucional,0.66,0.6
0.6865,ORTOBRAS,07.612.717/0001-33,ME,TAGUATINGA,21,2,10000.0,(61) 33514781,multi_unidade,0.41,1.0
0.6860,4M ODONTOLOGIA,15.323.393/0001-41,DEMAIS,ASA NORTE,14,1,10000.0,(61) 32245698,clinica_geral,0.54,0.35
0.6860,ODONTOLEGAL,15.355.473/0001-89,DEMAIS,SETOR HABITACIONAL VICENTE PIRES,14,1,10000.0,(61) 30280444,clinica_geral,0.54,0.35
