cnpj_basico,n_socios,n_administradores,socio_mais_antigo
60330980,1,0,2025-04-09
63736622,1,0,2025-11-19
28725827,2,1,2017-06-22
63157439,1,0,2025-10-13
31806349,2,2,2018-08-13
49795799,2,2,2023-03-03
60977042,2,2,2025-05-23
29205808,1,0,2017-11-27
59521422,1,0,2025-02-18
59327735,1,0,2025-02-06
12250794,1,0,2008-07-25
06971710,2,1,2003-11-11
50168132,1,0,2023-03-31
51510369,2,1,2023-07-21
47756263,1,0,2022-08-29
51155700,1,0,2023-06-22
59196315,1,0,2025-01-30
46594505,1,0,2022-05-30
35804847,1,0,2019-11-14
22691330,2,2,2015-05-28
29364101,1,0,2017-12-15
52697241,1,0,2023-10-27
54803857,1,0,2024-04-19
42299378,1,0,2021-06-11
60325711,1,0,2025-04-09
02138661,1,0,1997-09-30
51064737,1,0,2023-06-15
02698383,2,2,1998-08-27
46726426,1,0,2022-06-09
22158999,1,0,2015-03-03
49292937,1,0,2023-01-23
06052399,5,5,2003-11-11
57170841,1,0,2024-09-05
51643080,1,0,2023-08-01
45340727,3,0,2022-02-17
46539398,2,2,2022-05-25
41252881,1,0,2021-03-17
56044793,2,2,2024-07-23
50397137,1,0,2023-04-20
61963611,1,0,2025-07-29
53802562,2,2,2024-02-05
33649056,2,2,2019-05-07
40730151,5,1,2021-02-05
21781460,2,1,2015-01-15
27642856,1,0,2017-03-08
33873046,1,0,2019-05-27
49839266,1,0,2023-03-07
59525017,1,0,2025-02-18
61367089,1,0,2025-06-18
45494946,1,0,2022-03-02
03001752,2,2,2003-08-07
64076924,1,0,2025-12-10
61000064,1,0,2025-05-26
52789151,1,0,2023-11-06
43529896,1,0,2021-09-15
41474593,1,0,2021-04-06
35810700,1,0,2019-12-16
57371777,2,2,2024-09-20
44447437,1,0,2021-12-01
26410829,2,2,1989-11-22
41516630,1,0,2021-04-09
54210175,1,0,2024-03-06
61007013,1,0,2025-05-26
64345583,1,0,2026-01-08
41990535,2,2,2021-05-18
61876709,1,0,2025-07-23
11628668,5,5,2007-09-11
45235706,1,0,2022-02-10
27390299,2,2,2016-01-20
56955551,1,0,2024-08-21
56073952,1,0,2024-07-24
47439834,1,0,2022-08-05
63376943,1,0,2025-10-27
41810040,1,0,2021-05-04
53309376,2,1,2023-12-27
59524837,2,2,2025-02-18
53087206,1,0,2023-12-04
50251345,1,0,2023-04-10
04395036,1,0,2001-03-12
54727759,1,0,2024-04-15
58212757,1,0,2024-11-25
56083574,1,0,2017-04-10
97530121,1,0,2011-06-30
10685940,2,1,2009-01-30
26702542,1,0,2016-12-02
54364018,1,0,2024-03-18
30617334,1,0,2018-05-25
49888481,1,0,2023-03-10
53980094,1,0,2024-02-20
59510626,1,0,2025-02-17
11939438,1,0,2010-05-06
41829585,2,2,2021-05-05
42499956,1,0,2021-06-28
38660389,1,0,2020-09-22
55137156,1,0,2024-05-15
49402467,1,0,2023-01-31
36606578,1,0,2020-03-09
52996514,1,0,2023-11-24
44844741,1,0,2022-01-12
31302651,2,2,2018-08-17
16912561,2,2,2012-08-28
57642648,1,0,2024-10-10
28959558,1,0,2017-10-19
45701594,1,0,2022-03-18
48889575,1,0,2022-12-14
54178372,1,0,2024-03-04
42862950,1,0,2021-07-26
28255820,1,0,2017-06-28
42460803,1,0,2021-06-24
60827158,1,0,2025-05-14
47898502,1,0,2022-09-09
62888014,1,0,2025-09-25
61261870,1,0,2025-06-11
47944617,1,0,2022-09-14
28877480,4,1,2017-10-02
32956756,1,0,2019-02-06
44180002,1,0,2021-11-09
54476980,1,0,2024-03-26
58019876,1,0,2024-11-07
52783640,3,1,2023-11-06
19011952,2,1,2013-06-28
33671031,1,0,2019-04-30
62808222,1,0,2025-09-19
59436012,1,0,2025-02-12
53372103,1,0,2024-01-04
57728239,1,0,2024-10-17
37660249,1,0,2020-07-08
41252229,1,0,2021-03-17
24195656,1,1,2016-01-20
60114678,1,0,2025-03-27
41132236,1,0,2021-03-08
52998672,1,0,2023-11-24
09522100,4,2,2008-04-23
63937550,1,0,2025-12-03
45056337,2,1,2022-01-28
26242608,2,2,2016-08-31
02979567,2,1,1999-02-17
22524398,2,2,2015-04-24
47229201,1,0,2022-07-20
59016254,1,0,2025-01-21
30005002,1,0,2017-11-27
62677551,1,0,2025-09-11
29346410,1,0,2017-12-21
21635502,3,1,2014-12-19
19087841,2,2,2013-10-10
47997950,1,0,2022-09-19
52511739,1,0,2023-10-11
57645628,1,0,2024-10-10
28726036,2,1,2017-07-31
52783181,2,2,2023-11-06
55108175,1,0,2024-05-13
23272874,2,1,2015-08-03
62302908,1,0,2025-08-19
63621913,1,0,2025-11-11
39595288,1,0,2020-03-09
55769382,1,0,2024-07-02
62858484,1,0,2025-09-23
46404571,1,0,2022-05-16
02358981,1,0,1998-02-12
55685254,1,0,2024-06-26
62075047,1,0,2025-08-05
31245852,2,2,2018-08-13
12907091,3,1,2010-11-12
54479208,1,0,2024-03-26
39702272,1,0,2020-11-06
46090360,1,0,2022-04-20
24906176,1,0,2026-01-05
50643047,1,0,2023-05-11
55221460,1,0,2024-05-21
30090993,1,0,2018-03-01
14628217,2,1,2018-07-25
37023262,1,0,2020-04-28
61453876,1,0,2025-06-25
24312476,2,2,2015-10-30
02993181,3,1,1999-02-25
62392319,2,2,2025-08-25
07259992,3,1,2005-02-02
63442309,1,0,2025-10-30
26334742,1,0,2016-09-02
60440797,1,0,2025-04-16
09384741,1,0,2008-01-18
58288540,1,0,2024-11-29
50443000,1,0,2023-04-25
28607296,1,0,2017-07-31
49891189,1,0,2023-03-10
61288545,1,0,2025-06-12
37659524,1,0,2020-07-08
57134205,1,0,2024-09-03
53245141,1,0,2023-12-18
50782837,1,0,2023-05-23
63139630,1,0,2025-10-10
52029538,2,2,2023-08-31
53465356,1,0,2024-01-11
56746446,1,0,2024-08-14
07431482,20,2,2005-05-04
47371280,1,0,2022-08-01
60174417,2,1,2025-03-31
32718894,1,0,2018-11-19
08858661,4,1,2007-05-30
45404387,2,1,2022-02-22
41665823,1,0,2021-04-22
51727954,1,0,2023-08-08
48484750,1,0,2022-11-01
17094655,1,0,2012-10-09
36931825,1,0,2020-04-14
51066246,1,0,2023-06-15
54827847,1,0,2024-04-22
49842843,1,0,2023-03-07
27747623,2,2,2017-05-05
50514196,1,0,2023-05-02
37155633,1,0,2020-05-15
52714189,1,0,2023-10-30
51180671,1,0,2023-06-26
02712428,2,2,1998-09-03
59330525,1,0,2025-02-06
47121640,1,0,2022-07-12
63463946,1,0,2025-10-31
48160641,1,0,2022-10-03
30004389,1,0,2018-03-16
60077345,1,0,2025-03-25
44116880,1,0,2021-11-04
41457916,2,2,2021-04-05
45897890,1,0,2022-04-04
42011739,1,0,2021-05-19
60500491,1,0,2025-04-23
07736910,5,3,1998-01-19
62430755,1,0,2025-08-27
48001569,1,0,2022-09-19
26968337,12,5,2017-01-17
51760611,2,0,2023-08-10
35810640,1,0,2019-12-16
49233601,1,0,2023-01-18
60125637,1,0,2025-03-27
50364465,1,0,2023-04-18
54363604,2,1,2024-03-18
61951002,1,0,2025-07-28
39702304,1,0,2020-11-06
03432154,2,2,1999-08-12
33941632,2,1,2019-02-01
53848332,3,0,2024-02-07
34098374,1,0,2019-06-24
32546015,1,0,2019-01-21
46517821,1,0,2022-05-24
25144284,2,2,2016-06-07
05989875,3,2,2003-09-08
11035400,4,2,2009-05-15
23857372,1,0,2015-12-04
42774599,1,0,2021-07-19
64337840,1,0,2026-01-07
59028578,1,0,2025-01-22
49216335,1,0,2023-01-17
54936689,1,0,2024-04-29
59510809,1,0,2025-02-17
60614639,1,0,2025-04-30
14070828,2,1,2011-06-08
07276252,2,2,2004-08-13
64217232,1,0,2025-12-30
11308117,1,0,2009-09-28
16647371,1,0,2012-07-19
44967914,1,0,2022-01-21
53026198,1,0,2023-11-28
55218656,2,2,2024-05-21
37531371,2,1,2020-06-25
27390346,6,2,2017-03-17
63358464,1,0,2025-10-24
50165044,1,0,2023-03-31
34526336,1,0,2020-12-07
45952716,1,0,2022-04-07
47756732,2,2,2022-08-29
47257789,1,0,2022-07-22
63359333,1,0,2025-10-24
14609068,4,2,2011-10-06
64084145,1,0,2025-12-15
58214562,1,0,2024-11-25
61599952,1,0,2025-07-04
18862720,2,1,2014-08-21
08804805,4,2,2007-03-09
51478541,1,0,2023-07-19
22245172,1,1,2026-01-06
46987903,2,2,2022-07-01
47207696,1,0,2022-07-19
34687775,1,0,2019-08-27
52504880,1,0,2023-10-11
52692644,1,0,2023-10-27
49928370,1,0,2023-03-14
22996130,3,3,2012-06-20
51453216,1,0,2023-07-17
43273948,3,1,2021-08-25
38236768,1,0,2020-08-26
47865029,3,1,2022-09-06
34715245,2,2,2019-05-13
60668140,2,1,2025-05-05
63611793,1,0,2025-11-11
33971070,1,0,2019-06-17
40152299,2,1,2020-12-18
08936634,2,2,2007-03-14
22044351,2,2,2014-05-13
37784679,1,0,2020-07-20
31454209,1,0,2018-08-08
36809597,1,0,2020-03-24
45901991,1,0,2022-04-04
58311112,1,0,2024-12-02
37807358,1,0,2020-07-21
62566514,1,0,2025-09-04
54349439,1,0,2024-03-15
61909985,1,0,2025-07-24
54189470,1,0,2024-03-05
55560552,1,0,2024-06-17
47027425,1,0,2022-07-05
28959584,1,0,2017-10-02
21196124,1,0,2014-08-21
51929135,1,0,2023-08-23
50367675,1,0,2023-04-18
32060551,1,0,2018-11-05
23234496,3,3,2015-08-13
56633742,1,0,2024-08-13
58312157,1,0,2024-12-02
62680583,1,0,2025-09-11
62096353,1,0,2025-08-06
44662325,1,0,2021-12-22
14084299,2,1,2011-08-04
22850864,8,1,2015-05-08
57915730,1,0,2024-10-31
40435736,1,0,2021-01-18
11203605,14,3,2009-10-01
63083318,2,2,2025-10-07
00872098,2,2,2015-05-21
51483536,3,2,2023-07-19
54901280,2,1,2024-04-26
38222671,1,0,2020-03-05
55582105,1,0,2024-06-18
58268031,1,0,2024-11-28
60220090,1,0,2025-04-02
62580707,2,2,2025-09-05
07726443,2,2,2005-09-13
63159105,1,0,2025-10-13
32342132,3,1,2018-12-18
08296891,3,2,2008-09-19
45583243,1,0,2022-03-09
53858815,1,0,2024-02-08
41607939,1,0,2021-04-16
52024476,1,0,2023-08-31
33872925,1,0,2019-06-04
60343757,1,0,2025-04-10
14619067,1,0,2023-02-22
24257018,1,0,2016-01-15
26509245,1,0,2016-09-22
53088276,1,0,2023-12-04
53309736,1,0,2023-12-27
62495298,1,0,2025-09-01
60146369,1,0,2025-03-28
43563364,1,0,2021-09-17
50029882,1,0,2023-03-22
55687440,2,2,2024-06-26
48620947,2,0,2022-11-16
41484565,2,2,2021-04-07
31757408,1,0,2018-10-09
31342731,2,2,2018-03-16
19941759,6,4,2013-11-19
15579508,2,1,2012-03-06
49649914,2,1,2023-02-17
36159442,1,0,2020-01-27
02018773,1,0,1997-08-04
23176799,1,0,2015-08-03
52809603,2,1,2023-11-07
53724929,1,0,2024-01-30
51639032,1,0,2023-08-01
34140100,1,0,2019-06-12
50490059,1,0,2023-04-28
49522341,1,0,2023-02-08
30776366,1,0,2018-06-15
15330043,2,2,2012-04-02
22422239,2,1,2015-03-06
24786533,1,0,2016-03-15
04040087,1,0,2000-04-25
60092896,1,0,2025-03-26
34046350,1,0,2019-06-18
33246647,1,0,2019-02-22
09582688,1,0,2008-04-25
41081034,1,0,2021-03-03
42076449,1,0,2021-05-25
43528507,1,0,2021-09-15
58219396,1,0,2024-11-25
17596199,1,0,2012-12-05
24454660,1,0,2016-03-15
52301541,1,0,2023-09-25
56131472,1,0,2024-07-29
22330312,4,1,2015-09-25
44926695,2,1,2022-01-19
57305411,2,2,2024-09-16
63208174,2,1,2025-10-15
39797916,1,0,2020-11-16
47298723,1,0,2022-07-26
28395391,2,2,2017-07-31
00702969,4,3,1999-07-23
47564633,1,0,2022-08-15
30019815,1,0,2018-02-26
46263551,1,0,2022-05-04
61300543,1,0,2025-06-13
59535886,1,0,2025-02-18
55055042,1,1,2026-07-30
34125277,2,2,2019-06-14
33802809,1,0,2019-04-30
42438493,1,0,2021-06-23
60371647,1,0,2025-04-11
63269545,1,0,2025-10-20
52945924,1,0,2023-11-21
46874718,1,0,2022-06-22
55142340,1,0,2024-05-15
43722937,1,0,2021-09-30
48969215,1,0,2022-12-23
47367023,1,0,2022-08-01
39619302,1,0,2020-10-29
61924175,1,0,2025-07-25
01802618,3,1,1997-04-23
62059567,1,0,2025-08-04
27924578,3,2,2017-05-17
47693810,1,0,2022-08-24
05765740,3,1,2003-06-30
52693432,1,0,2023-10-27
10142153,2,2,2008-07-03
50164101,1,0,2023-03-31
51681623,1,0,2023-08-03
07612471,3,3,2005-09-02
08495853,2,1,2006-11-29
06345814,3,2,2000-03-20
27123576,3,1,2016-05-04
55899214,2,1,2024-07-11
08004024,4,1,2006-04-25
55782560,1,0,2024-07-03
50841108,1,0,2023-05-26
55899337,1,0,2024-07-11
32632131,1,0,2019-01-03
26883714,1,0,2016-12-23
28705300,1,0,2017-09-05
51693239,1,0,2023-08-04
53244928,1,0,2023-12-18
58412408,1,0,2024-12-10
27975679,1,0,2008-11-13
39276132,1,0,2020-10-01
51654816,1,0,2023-08-02
59511459,1,0,2025-02-17
55240566,1,0,2024-05-22
53798839,1,0,2024-02-05
36761299,1,0,2020-03-24
15318592,1,0,2012-02-17
42363438,1,0,2021-06-17
50128043,1,0,2023-03-29
56929772,1,0,2024-08-20
41150140,1,0,2021-03-09
59953749,1,0,2025-03-18
15572060,4,1,2011-10-04
24604446,6,1,2016-03-15
05382138,1,0,2010-10-05
45612672,1,0,2022-03-11
50168409,1,0,2023-03-31
51831492,1,0,2023-08-16
25244154,1,0,2016-06-27
05621976,2,1,2003-05-02
22304304,1,0,2015-02-19
28151379,1,0,2016-02-04
57376156,2,2,2024-09-20
27922758,2,2,2017-05-19
61329388,1,0,2025-06-16
25403578,1,0,2016-07-28
52890311,1,0,2023-11-14
55891532,1,0,2024-07-11
56136870,1,0,2024-07-29
54810829,1,0,2024-04-19
55856781,1,0,2024-07-09
28407485,1,0,2017-07-13
50822890,1,0,2023-05-25
50825513,1,0,2023-05-25
46875880,1,0,2022-06-22
27795597,1,0,2017-03-28
55012820,2,2,2024-05-06
43039861,1,0,2021-08-09
52603688,1,0,2023-10-20
62382294,1,0,2025-08-25
35137833,1,0,2018-10-03
59908765,1,0,2025-03-14
50291964,1,0,2023-04-12
59695661,1,0,2025-02-27
62654410,1,0,2025-09-10
10732903,11,1,2009-03-11
59435499,1,0,2025-02-12
48739962,1,0,2022-11-28
31707642,3,1,2018-09-24
37769030,1,0,2019-02-22
42620770,3,1,2021-07-07
40317973,1,0,2021-01-08
64109805,1,0,2025-12-16
09066030,3,3,2006-09-25
57561252,1,0,2024-10-04
24434798,1,0,2016-03-22
59269021,1,0,2025-02-04
43163199,2,1,2021-08-17
29215595,2,2,2017-11-08
47372731,1,0,2022-08-01
50168660,1,0,2023-03-31
18905480,1,0,2013-05-09
34464544,1,0,2019-07-24
25203339,1,0,2016-07-14
57638765,1,0,2024-10-10
35563971,1,0,2019-11-13
41095665,1,0,2021-03-04
51753172,1,0,2023-08-09
59067289,1,0,2025-01-23
43439194,1,0,2021-09-08
62300008,1,0,2025-08-19
45900344,1,0,2022-04-04
24575031,1,0,2019-09-20
54370661,1,0,2024-03-18
05917256,1,0,2003-09-02
51557448,1,0,2023-07-25
47712358,1,0,2022-08-25
47335924,1,0,2022-07-28
33482292,1,0,2019-03-28
45762494,1,0,2022-03-23
59859564,1,0,2025-03-12
56151441,1,0,2024-07-30
18374012,2,1,2013-05-17
00932330,1,0,2015-09-25
64371092,1,0,2026-01-09
10537727,4,1,2008-09-19
46819468,2,2,2022-06-17
35207102,1,0,2019-09-23
55317199,1,0,2024-05-28
51006827,1,0,2023-06-12
55499368,1,0,2024-06-12
35072868,1,0,2019-10-03
33971112,2,1,2019-06-12
46424481,3,3,2022-05-17
02644269,4,3,2004-04-06
07292986,2,1,2005-03-03
47291579,1,0,2022-07-26
57251847,2,1,2024-09-11
46563733,1,0,2022-05-27
62354575,1,0,2025-08-22
35157565,1,0,2019-10-02
43591596,1,0,2021-09-21
50349429,1,0,2023-04-17
64104163,1,0,2025-12-17
51128334,1,0,2023-06-21
41505620,1,0,2021-04-08
27497747,1,0,2017-03-28
52889422,1,0,2023-11-14
54641133,1,0,2024-04-08
57036979,1,0,2024-08-27
42917678,1,0,2021-07-29
21016931,1,0,2014-09-04
53854719,1,0,2024-02-08
40140486,1,0,2020-12-17
41358603,3,3,2021-03-25
26639835,1,0,2016-11-08
37154194,2,2,2020-05-15
38218651,1,0,2020-08-25
46347868,1,0,2022-05-11
46831981,1,0,2022-06-20
52087927,1,0,2023-09-05
03111306,11,1,1999-04-20
04926752,4,2,2002-02-21
35064951,1,0,2019-10-02
50167926,2,1,2023-03-31
14929735,1,0,2011-11-28
57569336,1,0,2024-10-04
54383458,1,0,2024-03-19
33914650,1,0,2019-05-15
60217540,1,0,2025-04-02
46551064,1,0,2022-05-26
33068208,1,0,2019-03-07
62802755,1,0,2025-09-19
63492647,1,0,2025-11-03
24740624,1,0,2016-04-14
55524073,1,0,2024-06-13
62341198,2,1,2025-08-21
36605214,1,0,2020-03-09
50593350,1,0,2023-05-08
00949546,10,1,2005-12-05
29305650,1,1,2017-11-27
37853244,1,0,2020-07-24
42311460,1,0,2021-06-14
81908543,10,2,1999-12-21
52998976,1,0,2023-11-24
26461895,2,1,2016-10-13
29683715,1,0,2018-01-03
61652022,1,0,2025-07-08
00947000,2,1,2023-04-28
55976939,1,0,2024-07-17
48450963,1,0,2022-10-28
22551978,1,0,2011-09-20
08450956,1,0,2006-10-10
31743996,1,0,2018-10-03
46317990,1,0,2022-05-09
53329126,1,0,2023-12-29
42917143,1,0,2021-07-29
52714042,2,1,2023-10-30
55968411,1,0,2024-07-17
52032063,1,0,2023-08-31
57028721,1,0,2024-08-27
43330873,2,1,2021-08-30
44544135,1,0,2021-12-09
52361696,1,0,2023-09-29
45762725,1,0,2022-03-23
57136328,1,0,2024-09-03
37191271,1,0,2020-05-14
43005019,1,0,2021-08-05
48622182,1,0,2022-11-16
50052688,1,0,2023-03-23
62526882,1,0,2025-09-02
33638289,22,3,2001-05-25
59375050,1,0,2025-02-10
24069696,2,1,2015-12-04
61737096,1,0,2025-07-14
47786475,1,0,2022-08-31
31030089,2,0,2018-06-26
32190194,2,1,2012-12-06
52985807,1,0,2023-11-23
62935809,1,0,2025-09-29
40247552,1,0,2021-01-04
48560038,1,0,2022-11-09
57081998,1,0,2024-08-30
63631893,1,0,2025-11-12
22436797,1,0,2015-04-01
52511604,1,0,2023-10-11
27695653,2,0,2017-04-10
05899118,2,1,2003-09-08
08030615,2,1,2006-05-25
59111478,1,0,2025-01-27
46424387,1,0,2022-05-17
63052332,1,0,2025-10-06
47755630,1,0,2022-08-29
55499762,1,0,2024-06-12
64296282,1,0,2026-01-06
49447226,1,0,2023-02-02
55975621,1,0,2024-07-17
40583752,1,0,2021-01-27
32574033,1,0,2019-01-21
59115340,1,0,2025-01-27
63115342,1,0,2025-10-09
33872929,1,0,2019-06-04
63913353,1,0,2025-12-02
59901715,1,0,2025-03-14
17304826,2,2,2012-12-13
07193823,2,2,2004-12-09
44672609,1,0,2021-12-23
31494252,1,0,2018-08-21
61063131,3,3,2025-05-29
55174071,1,0,2024-05-17
63832013,1,0,2025-11-26
52650753,3,1,2023-10-24
57053114,1,0,2024-08-28
08029916,2,1,2006-05-24
63934829,1,0,2025-12-01
29685119,1,0,2018-01-29
58197664,2,1,2024-11-22
50891204,1,0,2023-05-31
55931355,1,0,2024-07-15
45545634,1,0,2022-03-07
45314123,1,0,2022-02-16
20918429,1,1,2014-07-24
60859962,1,0,2025-05-16
55316993,1,0,2024-05-28
48610815,1,0,2022-11-14
27836325,1,0,2016-10-17
50165288,1,0,2023-03-31
24216680,5,1,2018-07-10
14800249,4,3,2011-12-13
56238469,2,0,2024-08-02
33036272,2,1,2019-03-07
62678695,1,0,2025-09-11
63298846,1,0,2025-10-21
62993288,4,1,2025-10-01
53649119,1,0,2024-01-25
45226480,1,0,2022-02-09
09392956,1,0,2008-01-24
46347676,2,2,2022-05-11
48890922,1,0,2022-12-14
25233899,1,0,2016-07-04
61286791,2,0,2025-06-12
54383722,3,2,2024-03-19
22817338,2,2,2015-06-12
24901949,1,0,2016-04-14
60665477,1,0,2025-05-05
31945046,2,2,2018-10-08
10705608,4,1,2009-03-09
45952597,1,0,2022-04-07
54373569,2,2,2024-03-18
47027288,1,0,2022-07-05
61707251,1,0,2025-07-11
44463577,2,1,2021-12-02
43457581,1,0,2021-09-09
26058244,1,1,2016-08-25
08279233,3,1,2006-12-18
58159440,1,0,2024-11-19
30068694,1,0,2018-01-31
47786287,1,0,2022-08-31
48835749,1,0,2022-12-07
30256498,1,0,2018-02-15
41831887,1,0,2021-05-05
56203893,1,0,2024-08-01
50891410,1,0,2023-05-31
08154258,34,2,2006-07-04
17956743,11,2,2013-04-03
60003427,1,0,2025-03-20
14887692,2,2,2012-01-05
06350263,2,1,2004-05-14
57552638,1,0,2024-10-03
54810344,1,0,2024-04-19
58580387,1,0,2024-12-30
13334367,3,1,2010-10-12
24988748,1,0,2016-06-13
05277844,6,3,2002-08-30
51539485,3,1,2023-07-24
54812309,1,0,2024-04-19
39233884,1,0,2020-09-29
29888707,1,0,2018-03-02
03212543,2,1,1999-06-11
27336102,2,1,2017-01-10
33713537,2,1,2019-05-17
35447038,1,0,2019-09-16
22553563,2,1,2015-03-27
34542189,1,0,2019-08-14
31135039,1,0,2018-07-27
57282845,1,0,2024-09-13
60068263,1,0,2025-03-25
52824642,1,0,2023-11-08
61666737,1,0,2025-07-09
56344551,1,0,2024-08-07
50359145,1,0,2023-04-18
61889173,1,0,2025-07-23
54611166,1,0,2024-04-05
02447245,2,1,2011-05-10
33832927,1,0,2019-05-15
64221105,1,0,2025-12-30
28306357,1,0,2017-07-13
01068146,2,1,1995-12-05
55143024,1,0,2024-05-15
43106678,1,0,2021-08-12
42689860,1,0,2021-07-13
30869134,1,0,2018-06-06
59793948,1,0,2025-03-07
04507436,3,1,2001-05-14
44925905,1,0,2022-01-19
52225736,1,0,2023-09-18
61362648,2,2,2025-06-18
59087166,1,0,2025-01-24
60551746,1,0,2025-04-25
54342601,1,0,2024-03-15
27630249,1,0,2017-04-04
59512577,2,2,2025-02-17
55976871,1,0,2024-07-17
32364060,2,0,2018-12-07
60738611,1,0,2025-05-08
25309140,1,0,2016-06-08
20836976,2,2,2012-08-09
62835054,1,0,2025-09-22
40954118,1,0,2021-02-23
52386370,1,0,2023-10-02
53329028,1,0,2023-12-29
35830341,1,0,2019-12-19
11408823,2,2,2009-12-15
26261330,1,0,2016-06-08
62689737,1,0,2025-09-12
18251928,11,1,2013-05-09
26695838,2,0,2016-11-04
36247783,1,0,2019-11-29
08596867,13,6,2007-01-04
33235667,3,2,2019-03-28
58516867,2,2,2024-12-19
27793297,2,2,2017-04-20
11939458,2,2,2010-05-05
27251243,1,0,2016-09-19
24900780,4,0,2016-05-18
36606413,1,0,2020-03-09
23092833,2,1,2015-03-20
36443806,1,0,2020-02-14
36615795,1,0,2020-03-09
58444398,1,0,2024-12-12
38205572,1,0,2020-08-24
54152294,2,2,2024-03-01
08826015,2,2,2007-04-20
58019655,1,0,2024-11-07
54534822,1,0,2024-04-01
22588480,1,0,2014-05-30
44570072,3,3,2021-12-13
60782683,1,0,2025-05-12
61192604,1,0,2025-06-06
38948151,1,0,2020-09-25
50208827,1,0,2023-04-04
22441616,2,2,2015-04-08
03210763,4,2,1999-06-11
59961224,1,0,2025-03-18
54334253,1,0,2024-03-14
49950872,1,0,2023-03-15
59330310,1,0,2025-02-06
26724637,1,0,2016-09-02
54150148,1,0,2024-03-01
59500907,1,0,2025-02-17
10458981,1,0,2008-11-04
62451839,1,0,2025-08-28
41215684,3,0,2021-03-15
54468678,3,1,2024-03-25
49842418,2,2,2023-03-07
04362366,7,1,2001-03-16
51058993,1,0,2023-06-15
49559765,1,0,2023-02-10
41544063,4,4,2021-04-12
43106852,1,0,2021-08-12
64356145,1,0,2026-01-08
07637501,1,0,2005-09-13
56702351,1,0,2024-08-14
52255245,1,0,2023-09-20
27629557,1,0,2017-04-10
45880772,1,0,2022-04-01
26192961,2,1,2016-08-22
40701115,1,0,2021-02-03
29745372,1,0,2018-01-31
18984091,4,1,2013-08-30
26182486,1,0,2016-08-22
33971073,1,0,2019-06-12
60370116,2,1,2025-04-11
48355981,1,0,2022-10-20
39423955,1,0,2020-10-14
59526166,1,0,2025-02-18
44233246,1,0,2021-11-12
26903717,1,0,2016-12-29
50108660,1,0,2023-03-28
41270520,1,0,2021-03-18
50060685,1,0,2023-03-23
55274412,5,3,2024-05-24
01483612,3,3,1997-06-10
24855068,2,1,2016-05-04
61780087,1,0,2025-07-16
62234263,1,0,2025-08-14
34221126,1,0,2019-07-01
46732493,3,0,2022-06-09
43530100,1,0,2021-09-15
10325776,15,1,2008-08-25
63208812,1,0,2025-10-15
58495996,1,0,2024-12-17
57242559,1,0,2024-09-11
57690615,1,0,2024-10-15
61748624,1,0,2025-07-15
03637280,6,2,1998-11-16
44188674,1,0,2021-11-10
26616469,2,1,2016-10-21
07114657,4,1,2012-06-06
36759218,1,0,2020-03-24
29077552,2,1,2017-11-08
12078965,2,1,2010-05-25
37518550,1,0,2020-06-24
48332162,1,0,2022-10-18
60439513,1,0,2025-04-16
53999796,1,0,2024-02-21
41519585,2,1,2021-04-09
26082219,1,0,2016-08-01
51911163,1,0,2023-08-22
27207587,1,0,2017-02-08
48136210,1,0,2022-09-29
05266818,1,0,2002-08-30
46091449,1,0,2022-04-20
32632114,1,0,2019-01-21
49004938,1,1,2022-12-29
41174300,1,0,2021-03-11
59880852,1,0,2025-03-13
59196792,1,0,2025-01-30
33713626,1,0,2019-04-30
28482645,1,0,2017-07-31
45188747,1,0,2022-02-07
03314438,1,1,2017-02-21
41416482,1,0,2021-03-31
03657285,6,2,1999-08-04
44231291,1,0,2021-11-12
48422215,1,0,2022-10-26
10268129,4,3,2008-07-03
50168576,1,0,2023-03-31
64094298,1,0,2025-12-15
10788952,1,0,2008-02-22
36215054,3,3,2020-01-31
36572963,2,1,2020-03-05
27982703,1,0,2017-06-13
50052361,1,0,2023-03-23
57689946,1,0,2024-10-15
57770143,1,0,2024-10-21
57173118,1,0,2024-09-05
51661259,1,0,2023-08-02
47967246,1,0,2022-09-15
54852387,2,1,2024-04-23
07800570,2,2,2005-10-07
59819977,1,0,2025-03-10
64118323,1,0,2025-12-18
20463901,1,0,2014-05-28
34630000,4,1,2019-07-15
07888763,38,1,2006-02-06
46817906,1,0,2022-06-17
62910504,1,0,2025-09-26
10895072,9,1,2009-05-29
29363567,1,0,2017-08-31
42642375,2,2,2021-07-08
47697134,2,1,2022-08-24
24544425,4,4,2016-03-21
07606191,1,0,2002-06-26
43200913,1,0,2021-08-19
59911183,1,0,2025-03-14
55142050,2,2,2024-05-15
63093632,2,1,2025-10-08
27078315,1,0,2017-02-01
52998809,1,0,2023-11-24
49722604,1,0,2023-02-27
24484778,1,0,2016-03-02
45442757,1,0,2022-02-24
59326810,1,0,2025-02-06
53736794,1,0,2016-06-08
39834818,1,0,2020-11-18
44964722,1,0,2022-01-21
59161738,1,0,2025-01-29
50891679,2,2,2023-05-31
43213550,1,0,2021-08-20
61818984,1,0,2025-07-18
27610751,3,1,2017-04-10
52270015,1,0,2023-09-21
63073911,1,0,2025-10-07
20672877,2,1,2014-04-25
60958317,1,0,2025-05-22
46056332,1,0,2022-04-18
53924661,1,0,2024-02-15
32402421,2,2,2018-12-05
59773412,1,0,2025-03-06
59211275,1,0,2025-01-31
33013138,2,2,2018-01-31
