cnpj_basico,n_socios,n_administradores,socio_mais_antigo
44450533,1,0,2021-12-01
28704918,1,0,2016-07-14
58221399,1,0,2024-11-25
62312259,1,0,2025-08-20
46929471,1,0,2022-06-27
33277975,1,0,2019-03-20
58405698,1,0,2024-12-10
36227377,1,0,2020-02-03
61684440,1,0,2025-07-10
04799799,1,0,1999-12-15
13955845,1,0,2011-07-06
50376006,1,0,2023-04-19
53826361,1,0,2024-02-06
31581571,1,0,2018-08-24
40911308,1,0,2021-02-19
60331852,1,0,2025-04-09
27370217,6,2,2017-03-22
33887732,2,1,2019-04-15
33595641,1,0,2019-04-25
59893580,1,0,2025-03-13
05896419,5,2,2003-09-08
35809468,3,1,2019-12-16
61126593,2,1,2025-06-03
58139839,1,0,2024-11-18
32955539,2,1,2019-02-14
62606931,1,0,2025-09-08
52102978,1,0,2023-09-06
61886127,1,0,2025-07-23
26912690,1,0,2016-12-20
41175650,2,2,2021-03-11
56103045,1,0,2024-07-26
51762674,2,1,2023-08-10
60572398,1,0,2025-04-28
42460449,3,1,2021-06-24
27793831,2,2,2016-08-22
62959742,2,1,2025-09-30
07269424,2,1,2004-12-08
48657295,2,2,2022-11-18
26112202,1,0,2017-11-08
04074640,3,3,2000-08-24
22879525,5,2,2015-06-12
00490632,2,1,1995-03-17
06928553,4,2,2004-07-15
60980343,1,0,2025-05-23
24928658,1,0,2016-05-04
54955214,1,0,2024-04-30
43651859,1,0,2021-09-24
50851586,1,0,2023-05-29
54955397,1,0,2024-04-30
17198119,1,1,2012-11-21
22948922,1,0,2015-07-10
57637706,2,2,2024-10-10
59118971,1,0,2025-01-27
41417531,1,0,2021-03-31
32138650,1,1,2018-11-29
34701118,2,2,2019-08-27
63378497,1,0,2025-10-27
13748578,2,1,2011-05-23
62269177,1,0,2025-08-18
11393018,2,2,2009-11-20
54953395,2,1,2024-04-30
30519538,1,0,2018-04-05
47052911,1,0,2022-06-30
07248565,1,1,2004-10-05
49835518,1,0,2023-03-07
59532573,1,0,2025-02-18
29904211,1,0,2018-03-01
57560590,1,0,2024-10-04
35001586,1,0,2020-01-20
52940416,1,0,2023-11-20
24931409,1,0,2016-05-25
61327163,1,0,2025-06-16
52386140,1,0,2023-10-02
63247122,1,0,2025-10-17
39721961,1,0,2020-11-09
28128066,2,1,2017-05-31
51334978,1,0,2023-07-07
52561277,1,0,2023-10-17
04395399,2,2,2001-04-04
25004283,2,2,2016-05-18
36983896,1,0,2020-04-22
52362574,1,0,2023-09-29
48045836,1,0,2022-09-22
50127944,1,0,2023-03-29
28904535,1,1,2022-09-21
52534903,1,0,2023-10-16
49627240,2,2,2023-02-16
59079926,2,0,2025-01-24
26491081,1,0,2016-10-07
51865883,2,2,2011-06-16
51180127,1,0,2023-06-26
60258697,1,0,2025-04-04
50360088,2,1,2023-04-18
62994141,1,0,2025-10-01
59509093,1,0,2025-02-17
45260836,1,0,2022-02-11
57284147,1,0,2024-09-13
52201525,1,0,2023-09-15
49629196,1,0,2023-02-16
60963996,1,0,2025-05-22
53805300,1,0,2024-02-05
32517381,1,0,2018-12-18
73291437,1,0,1993-08-31
56933324,1,0,2024-08-20
53328567,1,0,2023-12-29
36751148,1,0,2020-03-23
44176137,6,2,2021-11-09
34688442,1,0,2019-08-27
10554105,3,3,2008-12-19
08972961,2,1,2007-04-20
26946377,1,0,2017-01-10
39601189,1,0,2020-10-28
51517553,1,0,2023-07-21
63914239,3,0,2025-12-03
53854298,1,0,2024-02-08
31518627,1,0,2018-08-24
30686312,2,1,2018-06-05
09544663,2,2,2008-02-22
05534271,2,0,2003-02-17
24733593,1,0,2015-04-10
46536814,1,0,2022-05-25
32968452,1,0,2019-02-01
60667864,1,0,2025-05-05
33438130,1,0,2019-04-08
62010511,1,0,2025-07-31
52200437,1,0,2023-09-15
43792792,1,0,2021-10-06
50520131,1,1,2023-05-02
59195146,1,0,2025-01-30
57409023,1,0,2024-09-24
50798037,1,0,2023-05-24
59014100,28,1,1990-01-09
33278007,2,2,2019-03-20
52752716,1,0,2023-11-01
56052532,1,0,2024-07-23
27500462,2,2,2017-03-31
35257704,1,0,2019-10-21
63551957,1,0,2025-11-06
04828827,2,2,2001-12-12
61471393,1,0,2025-06-26
10384012,4,3,2008-09-19
27215273,1,0,2017-01-27
61451520,1,0,2025-06-25
63864717,1,0,2025-11-28
32718886,1,0,2019-01-02
34460635,1,0,2019-07-15
40606852,1,0,2021-01-28
58398750,1,0,2024-12-09
25356088,1,0,2016-07-28
34837692,1,0,2017-05-17
33715519,1,0,2019-04-29
49996637,1,0,2023-03-20
34057960,1,0,2019-05-15
48611351,1,0,2022-11-14
43820611,1,0,2021-10-08
38322659,1,0,2020-09-02
28501276,1,0,2017-07-31
47666074,1,0,2022-08-22
44127292,1,0,2021-11-04
26717778,1,0,2016-11-21
25136198,1,0,2016-06-08
60486998,1,0,2025-04-22
51342751,1,0,2023-07-07
40610426,1,0,2021-01-28
39383595,2,2,2020-10-09
47308307,2,2,2022-07-27
31430817,1,0,2018-08-27
48314357,1,0,2022-10-17
26261382,1,0,2016-06-08
25096820,2,1,2016-06-14
02590746,3,2,1998-06-23
47292050,2,2,2022-07-26
43856564,5,2,2021-10-13
50807399,1,0,2023-05-24
64040962,1,0,2025-12-11
31339264,4,2,2018-08-10
01777548,2,0,1997-04-17
61305606,1,0,2025-06-13
42027922,2,2,2021-05-20
46205301,2,1,2022-04-29
63317364,1,0,2025-10-22
45189091,1,0,2022-02-07
20320525,3,1,2014-02-05
28397931,1,0,2017-07-31
62248685,1,0,2025-08-15
26297661,2,2,2015-08-07
63832119,2,1,2025-11-26
11367524,3,0,2008-11-04
59193984,1,0,2025-01-30
63955836,1,0,2025-12-05
58114944,1,0,2024-11-14
43442754,1,0,2021-09-08
60691361,2,1,2025-05-06
59826239,2,1,2025-03-10
08291503,2,2,2006-06-12
21520335,2,1,2014-09-29
20708089,1,0,2014-06-27
52221726,1,0,2023-09-18
52901746,1,0,2023-11-16
47786614,1,0,2022-08-31
26251472,1,0,2016-08-31
54691275,1,0,2024-04-11
40310920,1,0,2021-01-08
62115240,1,0,2025-08-07
60552186,2,2,2025-04-25
29695336,2,1,2018-02-09
31479221,2,1,2018-08-24
62580047,2,0,2025-09-05
30189353,1,0,2018-03-28
37659282,3,1,2020-07-08
53655071,1,0,2024-01-25
15429763,2,2,2012-03-19
45436061,1,0,2022-02-24
53649736,1,0,2024-01-25
60332647,1,0,2025-04-09
54729161,1,0,2024-04-15
59939286,1,0,2025-03-17
32871326,1,0,2019-01-16
59212177,1,0,2025-01-31
49891848,1,0,2023-03-10
03996810,6,3,2000-05-05
32342046,1,0,2018-12-11
31707436,1,1,2018-10-02
59532281,1,0,2025-02-18
04654267,4,2,2001-08-28
31466380,1,0,2018-08-10
62762263,3,3,2025-09-17
45954953,1,0,2022-04-07
26902660,1,0,2016-12-20
42290042,1,0,2021-06-11
27924280,1,0,2017-05-26
32718901,1,0,2019-02-06
41491336,1,0,2021-04-07
17331820,16,1,2012-12-12
26362161,1,0,2016-10-04
26153265,1,0,2016-08-16
64144235,1,0,2025-12-19
62358575,1,0,2025-08-22
42063624,1,0,2021-05-24
15733198,2,1,2012-05-08
17282960,3,3,2012-12-06
22442947,2,2,2015-01-22
02792978,3,3,1998-10-16
16621206,2,2,2012-07-18
08334619,1,0,2006-06-12
26334752,1,0,2016-09-19
32982145,1,0,2019-02-08
42291418,1,0,2021-06-11
59502506,1,0,2025-02-17
54210983,1,0,2024-03-06
51343256,1,0,2023-07-07
46601629,2,1,2022-05-31
54805354,1,0,2024-04-19
57323567,1,0,2024-09-17
39258513,1,0,2020-06-15
29215172,2,2,2017-11-14
35828245,1,0,2019-12-19
43821827,1,0,2021-10-08
10908717,1,0,2009-06-03
48975251,1,0,2022-12-26
26717564,1,0,2019-07-16
30379495,1,0,2018-05-03
61268372,1,0,2025-06-11
47983527,1,0,2022-09-16
40191160,2,2,2020-12-23
32402622,5,1,2018-12-18
27249191,3,1,2018-08-31
10412523,8,1,2008-09-19
46064702,1,0,2022-04-18
03877704,2,1,2000-06-08
24292006,1,0,2016-02-04
61950016,1,0,2025-07-28
17258071,4,0,2012-11-07
51240343,1,0,2023-06-29
61048528,1,0,2025-05-28
02952652,2,1,1999-01-26
52789829,1,0,2023-11-06
22554708,1,0,2015-05-15
49314978,1,0,2023-01-24
54805190,1,0,2024-04-19
31188640,1,0,2018-08-08
06095407,2,2,2004-01-27
55786175,1,0,2024-07-03
12079097,2,1,2010-06-08
60982101,1,1,2025-05-23
35404619,1,0,2019-10-31
54439699,1,0,2024-03-22
51238643,1,0,2023-06-29
60919632,2,2,2025-05-20
54497526,1,0,2024-03-27
13163393,1,0,2012-07-24
49861258,1,0,2023-03-08
42311525,1,0,2021-06-14
54440020,1,0,2024-03-22
10718471,5,3,2009-03-05
52790206,1,0,2023-11-06
08946775,3,1,2007-06-26
27836326,1,0,2017-05-17
41096556,1,0,2021-03-04
22928205,7,3,2015-07-01
41663504,1,0,2021-04-22
51940964,1,0,2023-08-24
52822326,2,1,2023-11-08
31339662,2,1,2018-08-15
43649554,3,0,2021-09-24
59512778,1,0,2025-02-17
53212048,1,0,2023-12-15
53013095,1,0,2023-11-27
47758683,2,1,2022-08-29
23110006,4,1,2015-08-03
27684910,3,2,2017-04-20
26540712,1,0,2016-09-02
23811336,1,0,2015-11-11
54026965,1,0,2024-02-22
63660232,2,2,2025-11-13
27057204,1,0,2017-01-27
43792635,1,0,2021-10-06
34374656,2,1,2019-07-25
26480027,1,0,2016-10-07
51517841,1,0,2023-07-21
62333652,1,0,2025-08-21
57870114,1,0,2024-10-28
57352824,1,0,2024-09-19
27590958,1,0,2017-03-08
47183977,1,0,2022-07-18
57709151,1,0,2024-10-16
49155173,2,2,2023-01-12
03899920,13,1,2000-06-15
30407441,3,3,2018-05-07
24240507,4,1,2015-12-16
51330160,1,0,2023-07-06
52041727,1,0,2023-09-01
20720120,3,2,2014-07-15
54501203,2,2,2024-03-27
14633138,1,0,2011-09-29
57553649,1,0,2024-10-03
15696266,2,1,2012-05-25
35064451,1,0,2019-10-02
56701943,1,0,2024-08-14
55581824,1,0,2024-06-18
46832124,1,0,2022-06-20
22074202,1,0,2016-05-20
40184211,2,0,2020-12-22
50519816,2,2,2023-05-02
61553254,2,2,2025-07-02
63653616,3,3,2025-11-13
57075474,2,2,2024-08-29
35405165,1,0,2019-10-31
36571902,2,2,2020-03-05
57733280,2,1,2024-10-17
59826543,1,0,2025-03-10
51168629,1,0,2023-06-23
45952472,1,0,2022-04-07
47113418,1,0,2022-07-12
45441350,1,0,2022-02-24
24400240,2,1,2015-11-11
50739965,1,0,2023-05-19
50840767,1,0,2023-05-26
63937442,1,0,2025-12-04
40730271,1,0,2021-02-05
18359320,1,0,2013-03-25
27101140,1,0,2016-12-20
49840626,1,0,2023-03-07
62747953,1,0,2025-09-16
42836574,1,0,2021-07-23
63701816,1,0,2025-11-17
49692356,1,0,2023-02-23
51759992,1,0,2023-08-10
15227345,1,0,2012-03-07
00081822,2,1,1994-02-01
04606669,5,1,2001-05-09
03055774,1,1,1999-03-25
18096025,2,1,2013-04-30
26946683,1,0,2017-01-17
54476730,1,0,2024-03-26
26613948,6,1,2016-10-21
51335171,1,0,2023-07-07
10719320,2,2,2009-03-06
09196165,2,1,2007-04-12
60442649,1,0,2025-04-16
35289556,3,2,2019-10-23
34433379,1,0,2019-07-24
39783572,1,0,2020-11-13
43233495,1,0,2021-08-23
56264511,1,0,2024-08-05
62004879,1,0,2025-07-31
64025551,1,0,2025-12-11
52215284,1,0,2023-09-18
60324450,1,0,2025-04-09
37586032,2,1,2020-07-01
37155940,1,0,2020-05-15
48887324,1,0,2022-12-14
24604652,1,0,2016-04-15
26913102,1,0,2016-08-17
35752883,2,2,2019-12-09
44271911,1,0,2021-11-17
32616957,1,0,2019-01-21
44443740,3,3,2021-12-01
43821934,1,0,2021-10-08
49609207,2,2,2023-02-15
63848696,1,0,2025-11-27
64148674,1,0,2025-12-19
56048840,1,0,2024-07-23
04557212,2,1,2001-03-09
56173661,1,0,2024-07-31
17753020,2,2,2015-08-07
37302006,2,1,2020-05-20
63601014,1,0,2025-11-10
11823857,2,1,2012-05-10
43602885,1,0,2021-09-21
61950467,1,0,2025-07-28
63131542,1,0,2025-10-10
63662023,2,2,2025-11-13
26923877,2,2,2015-08-25
03519198,3,0,1999-11-13
54886539,1,0,2024-04-25
29126474,1,0,2017-11-10
24988357,1,0,2016-05-06
24446218,1,0,2016-02-04
28204615,1,0,2017-07-04
22442913,3,1,2015-05-05
56929360,1,0,2024-08-20
63553270,1,0,2025-11-06
30126611,2,2,2018-03-16
49861649,1,0,2023-03-08
47694130,1,0,2022-08-24
62607598,1,0,2025-09-08
35461363,1,0,2019-11-08
54065843,1,0,2024-02-26
51694059,1,0,2023-08-04
55331563,1,0,2024-05-29
54844137,1,0,2024-04-23
43028210,1,0,2021-08-06
51626558,16,4,2023-07-31
40339820,5,1,2021-01-11
55966904,1,0,2024-07-17
52748251,4,4,2023-11-01
23367321,2,1,2013-10-28
02187753,2,2,2020-07-13
23272847,1,0,2015-06-30
52822796,1,0,2023-11-08
13250889,1,0,2011-01-24
40135557,1,0,2020-12-16
37160611,4,4,1992-10-07
28354783,2,1,2017-07-31
58327577,1,0,2024-12-03
57693667,1,0,2024-10-15
45938450,2,2,2022-04-06
42011904,1,0,2021-05-19
48061678,1,0,2022-09-23
59033768,1,0,2025-01-22
64287986,1,0,2026-01-05
57485830,1,0,2024-09-30
62413585,1,0,2025-08-26
32030684,1,0,2018-11-09
36604864,1,0,2020-03-09
01553952,2,2,1999-10-30
61923796,1,0,2025-07-25
59480877,1,0,2025-02-14
55524186,1,0,2024-06-13
63120123,1,0,2025-10-09
34931158,1,0,2019-09-16
63746182,1,0,2025-11-19
04351816,2,0,2001-03-26
48551255,1,0,2022-11-08
59192364,1,0,2025-01-30
60400522,1,0,2025-04-14
37313267,1,0,2020-06-03
59067150,2,1,2025-01-23
59328644,2,0,2025-02-06
59893724,1,0,2025-03-13
42172424,1,0,2021-06-01
26078382,1,1,2016-08-01
32749607,2,2,2019-01-03
11325158,2,1,2009-11-09
54808731,1,0,2024-04-19
36441885,2,1,2020-02-18
61157474,1,0,2025-06-04
15545688,2,1,2012-05-07
62880728,1,0,2025-09-24
27530002,1,0,2017-04-04
41687030,2,2,2021-04-23
39238798,2,2,2020-09-29
62936908,1,0,2025-09-29
61321789,1,0,2025-06-16
15636123,1,0,2012-03-27
22751326,1,0,2015-04-01
64109785,1,0,2025-12-18
40634258,1,0,2021-01-29
55769126,1,0,2024-07-02
52595969,1,0,2023-10-19
38503459,1,0,2020-09-17
47682649,1,0,2022-08-23
37112802,1,0,2024-10-14
40302328,1,0,2021-01-07
55580024,1,0,2024-06-18
43001686,1,0,2021-08-05
24491138,1,0,2016-03-31
36539951,1,0,2020-02-10
54416080,1,0,2024-03-21
37837136,1,0,2020-07-23
54704967,1,0,2024-04-12
12646769,1,0,2010-04-22
54757445,1,0,2024-04-16
06213770,2,2,2004-04-14
17131791,2,1,2012-10-22
31351665,2,1,2018-08-21
04073827,42,7,2000-09-26
44181374,2,2,2021-11-09
35634331,3,1,2019-11-14
29979175,1,0,2018-02-02
13336448,7,1,2011-01-24
52542452,1,0,2023-10-16
47052050,1,0,2022-07-06
31030095,2,1,2018-06-05
50033181,1,0,2023-03-22
37993458,2,1,1994-09-21
36436375,1,0,2020-02-11
35463190,1,0,2019-09-23
46409325,1,0,2022-05-16
41593156,3,1,2021-04-15
52265264,1,0,2023-09-21
01505995,2,1,2003-09-03
01842036,1,0,1997-05-14
19045529,3,1,2013-10-02
52220572,1,0,2023-09-18
51818381,1,0,2023-08-15
31819556,1,0,2018-08-24
53804979,1,0,2024-02-05
35774220,1,1,2019-12-12
47594358,1,0,2022-08-16
64079604,1,0,2025-12-16
37863657,1,0,2020-07-27
62424886,1,0,2025-08-27
50278669,1,0,2023-04-11
57033456,1,0,2024-08-27
43292629,1,0,2022-11-07
63532214,1,0,2025-11-05
53261599,2,2,2023-12-19
50435391,2,1,2023-04-25
39404905,1,1,2020-10-13
31609700,1,0,2018-07-13
01217681,2,1,1996-05-02
54640236,2,2,2024-04-08
17778913,4,1,2013-01-22
51182801,3,1,2023-06-26
59715345,3,1,2025-02-28
09177363,1,0,2007-06-01
60939555,2,2,2025-05-21
53858645,1,0,2024-02-08
11394570,1,0,2009-11-09
27335989,1,0,2017-02-17
37783914,1,0,2020-07-20
08326161,2,2,2006-08-31
40729242,1,0,2021-02-05
61876374,1,0,2025-07-23
55221685,1,0,2024-05-21
29298543,1,0,2017-08-31
26579340,3,3,2016-11-10
48534518,1,0,2022-11-07
18783098,1,0,2013-06-21
46348492,2,0,2025-08-04
35809130,1,0,2019-12-16
50293016,1,0,2023-04-12
44963458,1,0,2022-01-21
35134549,1,1,2019-10-09
51528760,1,0,2023-07-24
39801511,1,0,2019-07-01
50349214,1,0,2023-04-17
26331275,1,0,2016-08-31
10866368,60,7,2009-05-13
05870544,2,1,2003-06-30
11163918,31,3,2009-07-31
34391171,1,0,2019-07-24
30776410,2,1,2018-06-05
43792965,1,0,2021-10-06
22808473,2,1,2015-06-26
22770371,3,1,2013-07-08
52238121,2,2,2023-09-19
47382663,1,0,2022-08-02
56933162,1,0,2024-08-20
10142175,2,2,2008-07-08
25422223,1,0,2016-07-06
57966138,1,0,2024-11-04
26244601,1,0,2016-06-27
51696303,1,0,2023-08-04
21565432,3,1,2014-12-08
51510546,1,0,2023-07-21
26967809,1,0,2016-05-23
28329775,1,0,2017-06-05
60819741,1,0,2025-05-14
52700386,1,0,2023-10-27
40959924,1,1,2021-02-23
58140509,1,0,2024-11-18
58323388,1,0,2024-12-03
26170821,1,0,2016-04-06
34275192,1,0,2019-07-01
54485245,1,0,2024-03-26
40140631,2,2,2020-12-17
51479518,1,0,2023-07-19
51026308,1,0,2023-06-13
63004116,1,0,2025-10-02
52383546,1,0,2023-10-02
63004731,1,0,2025-10-02
55690255,3,3,2024-06-26
38202418,1,0,2020-08-24
34786056,1,0,2019-09-05
49369729,1,0,2023-01-27
22325913,1,0,2015-03-20
56051793,1,0,2024-07-23
59980983,1,0,2025-03-19
60960497,1,0,2025-05-22
64295346,1,0,2026-01-06
07065327,26,3,2004-10-25
04226926,6,1,2001-01-09
34450939,2,2,2019-07-10
42430436,1,0,2025-01-27
60750782,1,0,2025-05-09
17748017,10,10,2012-11-07
28108255,11,0,2017-06-30
27313122,1,0,2016-12-02
62465065,1,0,2025-08-29
63094658,1,0,2025-10-08
40338362,1,0,2021-01-11
58507685,1,0,2024-12-18
21543337,2,2,2014-11-17
57561048,1,0,2024-10-04
25263365,1,0,2016-06-27
47370490,1,0,2022-08-01
34313116,1,0,2019-07-15
08336903,1,1,2006-09-01
62892703,2,2,2025-09-25
49611713,1,0,2023-02-15
48897930,1,0,2022-12-15
54555109,1,0,2024-04-02
34308359,1,0,2019-07-01
47278191,1,0,2022-07-25
27467419,1,0,2017-03-08
48357009,1,0,2022-10-20
50250732,2,0,2023-04-10
10702143,1,0,2009-03-11
31286667,1,0,2018-06-15
35810437,1,0,2019-12-16
62960666,1,0,2025-09-30
52226039,1,0,2023-09-18
57940823,1,0,2024-11-01
23612808,1,1,2015-09-11
60962129,2,2,2025-05-22
63809154,1,0,2025-11-25
52188270,1,0,2023-09-14
25116564,1,0,2016-06-14
42310473,1,0,2021-06-14
43810781,1,0,2021-10-07
24804464,1,1,2016-05-04
28737118,2,1,2017-09-20
61725109,1,0,2025-07-14
54074400,1,0,2024-02-26
29720284,1,0,2018-02-15
49457793,1,0,2023-02-03
28324400,1,0,2017-07-17
10580680,2,1,2008-12-19
09034008,1,0,2007-07-23
62993582,1,0,2025-10-01
34174866,1,0,2019-07-01
59269155,1,0,2025-02-04
44074499,1,0,2021-10-29
56933593,1,0,2024-08-20
61969551,1,0,2025-07-29
49402224,1,0,2023-01-31
53193392,1,0,2023-12-13
59196466,1,0,2025-01-30
61995821,1,0,2025-07-30
43200964,1,0,2021-08-19
62679887,1,0,2025-09-11
46331681,1,0,2022-05-10
38222002,2,0,2020-03-09
13478427,2,2,2011-03-28
29363709,2,2,2017-12-15
45704783,2,2,2022-03-18
02754181,27,1,2000-05-05
26924810,2,2,2017-01-10
51552680,1,0,2023-07-25
33720076,1,0,2019-04-30
57487063,1,0,2024-09-30
22467080,4,1,2015-01-22
52504691,1,0,2023-10-11
31366554,1,0,2018-08-24
26242981,1,0,2016-08-22
27313176,1,0,2017-02-17
15407046,1,0,2012-01-11
63357900,1,0,2025-10-24
22196875,1,0,2015-02-23
48988161,1,0,2022-12-27
35253295,1,0,2019-10-21
40338566,1,0,2021-01-11
36157962,2,2,2020-01-27
33482154,2,2,2019-04-15
26744791,1,0,2016-11-23
55220764,1,0,2024-05-21
19281547,2,2,2013-11-06
55993198,1,0,2024-07-18
56282886,1,0,2024-08-05
25462040,2,2,2016-05-16
16943018,1,0,2019-01-02
59087682,1,0,2025-01-24
62857185,1,0,2025-09-23
34585056,1,0,2019-08-19
35558296,1,0,2019-11-18
41144820,1,0,2021-03-09
40815798,1,0,2021-02-11
56137119,1,0,2024-07-29
57508872,1,0,2024-10-01
60613478,116,1,1974-09-05
51162944,1,0,2023-06-23
59212619,1,0,2025-01-31
61814395,1,0,2025-07-18
19584049,1,0,2018-04-03
57691848,1,0,2024-10-15
47768200,2,2,2022-08-30
08360302,1,0,2006-08-31
41593395,2,0,2021-04-15
47281825,1,0,2022-07-25
24661358,3,2,2016-03-28
04412712,3,2,2001-03-14
10314220,2,1,2008-07-02
59028849,1,0,2025-01-22
32559575,1,0,2019-01-16
64046305,1,0,2025-12-01
41966179,1,0,2021-05-17
42344504,1,0,2021-06-16
34786378,2,2,2019-09-05
63168404,1,0,2025-10-13
45893240,1,0,2022-04-04
55399515,2,2,2024-06-05
61776184,1,0,2025-07-16
47309421,1,0,2022-07-27
59446030,1,0,2025-02-13
54987647,1,0,2024-05-03
46259162,2,1,2022-05-04
53327132,1,0,2023-12-29
35035436,1,0,2019-09-26
36760645,1,0,2020-03-24
42959867,1,0,2021-08-02
38352641,2,1,2020-09-03
35134181,4,4,2019-09-23
05203086,3,2,2002-07-25
03604865,3,2,2001-08-21
10945089,2,2,2009-06-23
24929857,6,2,2016-05-18
40824750,2,1,2021-02-11
55654715,2,0,2024-06-24
58256201,1,0,2024-11-27
33482148,1,0,2019-04-24
41149938,1,0,2021-03-09
20674994,2,1,2014-05-14
47770083,2,2,2022-08-30
46204922,1,0,2022-04-29
52363067,1,0,2023-09-29
07916897,5,2,2006-03-07
46610882,2,0,2022-05-31
49723094,1,0,2023-02-27
63922851,1,0,2025-12-02
51885502,1,0,2023-08-21
51063954,1,0,2023-06-15
55504783,1,0,2024-06-12
02787288,2,2,2007-06-01
46799856,1,0,2022-06-15
39350341,1,0,2020-10-07
47277715,1,0,2022-07-25
28229080,1,0,2017-06-30
43384905,1,0,2021-09-02
44896885,1,0,2022-01-17
47423704,1,0,2022-08-04
35178296,1,0,2019-10-14
60942846,1,0,2025-05-21
63788215,1,0,2025-11-24
47189163,1,0,2022-07-18
63079507,1,0,2025-10-07
45455353,1,0,2022-02-25
50168193,1,0,2023-03-31
28329874,1,0,2017-07-13
64126759,1,0,2025-12-18
51060848,1,0,2023-06-15
26633509,1,0,2016-10-21
55518835,1,0,2024-06-13
08809333,1,0,2009-09-14
09359242,2,1,2008-01-24
04263847,2,1,2000-11-20
59223717,1,0,2025-01-31
49843133,1,0,2023-03-07
05778346,2,1,2003-05-26
58439682,2,1,2024-12-12
59507284,1,0,2025-02-17
26048190,2,2,2016-08-15
30114393,2,2,2018-03-13
55393801,1,0,2024-06-04
24723492,1,0,2016-04-06
35411513,1,0,2019-10-31
43879351,1,0,2021-10-14
62525347,2,2,2025-09-02
12319631,1,0,2010-07-19
45056146,1,0,2022-01-28
57035608,1,0,2024-08-27
63859695,1,0,2025-11-28
35702045,1,0,2019-12-02
07922894,25,1,2006-02-06
63998489,1,0,2025-12-09
42476132,2,2,2021-06-25
61452291,4,4,2025-06-25
02827902,2,2,1998-11-09
37138559,9,1,1992-07-23
55687211,5,1,2024-06-26
42461486,1,0,2021-06-24
61580662,1,0,2025-07-03
23973039,2,1,2015-12-04
21900506,1,0,2015-01-15
26751574,1,0,2016-11-23
49836477,1,0,2023-03-07
43505556,1,0,2021-09-14
63866419,1,0,2025-11-28
31351553,1,0,2018-08-03
48082418,1,0,2022-09-26
50251588,1,0,2023-04-10
50852410,1,0,2023-05-29
57880847,1,0,2024-10-29
08487788,3,1,2006-08-17
51812852,1,0,2023-08-15
61810372,1,0,2025-07-18
40656625,1,0,2021-02-01
32167713,2,2,2018-09-14
52391009,1,0,2023-10-02
27478212,1,0,2017-02-07
63900890,1,0,2025-12-02
20733613,1,0,2016-02-04
02799394,1,0,1998-10-05
54810929,1,0,2024-04-19
58414359,1,0,2024-12-10
19197050,1,0,2013-09-20
22349056,1,0,2015-03-27
44672645,1,0,2021-12-23
37127834,21,5,1992-08-12
05915213,4,2,2003-07-23
21916858,1,0,2015-02-05
62650170,1,0,2025-09-10
45254693,1,0,2022-02-11
18576625,3,1,2013-06-18
61062203,1,0,2025-05-29
22666183,4,1,2015-05-22
38660112,2,1,2020-09-22
57378047,1,0,2024-09-20
23130417,4,3,2015-08-13
24661329,1,0,2015-06-01
04327170,2,1,2001-01-11
59960315,1,0,2025-03-18
52225546,1,0,2023-09-18
49402716,1,0,2023-01-31
38411858,2,2,2024-03-15
60841712,1,0,2025-05-15
07111167,3,2,2004-10-14
33385314,1,0,2019-04-08
37724099,1,0,2020-07-14
46726292,1,0,2022-06-09
38413063,1,0,2019-07-10
62581714,1,0,2025-09-05
56061842,1,0,2024-07-24
02681553,2,2,1998-08-18
33822025,1,0,2019-05-09
16526403,2,2,2012-07-09
50979508,1,0,2023-06-07
57429916,1,0,2024-09-25
47570038,1,0,2022-08-15
52999210,1,0,2023-11-24
51735677,1,0,2023-08-08
17213812,1,0,2017-09-04
33014443,1,0,2019-01-28
58014940,1,0,2024-11-07
25014111,1,0,2016-02-19
26289078,1,0,2016-06-27
49204492,1,0,2023-01-16
47060386,1,0,2022-07-07
54808401,1,0,2024-04-19
61528665,1,0,2025-07-01
49997524,1,0,2023-03-20
51854843,1,0,2023-08-17
49635853,1,0,2023-02-16
45701738,1,0,2022-03-18
53856419,3,3,2024-02-08
27857516,5,1,2017-05-17
63545698,1,0,2025-11-06
42290177,1,0,2021-06-11
59974421,1,0,2025-03-19
51007463,3,1,2023-06-12
48429266,1,0,2022-10-27
10474297,9,2,2008-11-10
22588135,1,0,2015-05-08
26955447,1,0,2016-12-20
48926154,1,0,2022-12-19
43793202,1,0,2021-10-06
56187070,1,0,2024-07-31
63058067,1,0,2025-10-06
35604948,1,0,2019-10-31
07137772,2,1,2004-11-25
06244082,2,1,2004-05-10
45335516,1,0,2016-02-19
32005714,1,0,2017-07-13
22588047,2,2,2015-05-05
62771999,1,0,2025-09-17
45776538,2,2,2022-03-24
45284086,1,0,2022-02-14
42063927,1,0,2021-05-24
48478485,1,0,2022-11-01
36572822,1,0,2020-03-05
57785125,1,0,2024-10-22
27963342,1,0,2017-06-05
51728425,1,0,2023-08-08
06196435,1,1,2010-05-24
49770549,1,0,2023-03-01
58019400,1,0,2024-11-07
07214613,2,2,2005-02-02
29513390,1,0,2018-01-03
23265310,1,0,2015-08-28
43823073,2,1,2021-10-08
20627309,9,2,2014-03-21
50288172,1,0,2023-04-12
20208748,3,3,2014-03-28
18570360,1,0,2013-06-18
09356998,2,1,2026-05-29
35912995,1,0,2019-12-16
45357444,2,1,2022-02-18
59959748,1,0,2025-03-18
38729113,1,0,2020-09-23
